uniqID,pair,j1,j2,class,quant_con,qual_con
AT2G41740-AT3G5741023-24+IR,AT2G41740-AT3G57410,23-24,24-25,+IR,N,Y
AT2G41740-AT3G574105-6+IR,AT2G41740-AT3G57410,5-6,6-7,+IR,N,N
AT2G41740-AT3G574107-8-ALTA,AT2G41740-AT3G57410,7-8,8-9,-ALTA,N,N
AT2G41740-AT3G574107-8+IR,AT2G41740-AT3G57410,7-8,8-9,+IR,N,Y
AT2G41770-AT3G574201-2+IR,AT2G41770-AT3G57420,1-2,1-2,+IR,N,Y
AT2G41880-AT3G5755010-11+ALTD,AT2G41880-AT3G57550,10-11,10-11,+ALTD,N,N
AT2G41880-AT3G5755010-11+IR,AT2G41880-AT3G57550,10-11,10-11,+IR,N,Y
AT2G41880-AT3G575506-7-ALTA,AT2G41880-AT3G57550,6-7,6-7,-ALTA,N,N
AT2G41880-AT3G575506-7+IR,AT2G41880-AT3G57550,6-7,6-7,+IR,N,N
AT2G41880-AT3G575507-8+IR,AT2G41880-AT3G57550,7-8,7-8,+IR,N,N
AT2G41960-AT3G580502-3+ALTA,AT2G41960-AT3G58050,2-3,2-3,+ALTA,N,N
AT2G41960-AT3G580504-5-ALTA,AT2G41960-AT3G58050,4-5,5-6,-ALTA,N,N
AT2G41960-AT3G580504-5+IR,AT2G41960-AT3G58050,4-5,5-6,+IR,N,Y
AT2G41960-AT3G580507-8+IR,AT2G41960-AT3G58050,7-8,8-9,+IR,N,N
AT2G41980-AT3G580403-4+IR,AT2G41980-AT3G58040,3-4,2-3,+IR,N,N
AT2G41980-AT3G580404-5+IR,AT2G41980-AT3G58040,4-5,3-4,+IR,N,Y
AT2G42130-AT3G580101-2+ALTA,AT2G42130-AT3G58010,1-2,1-2,+ALTA,N,N
AT2G42130-AT3G580101-2+IR,AT2G42130-AT3G58010,1-2,1-2,+IR,N,N
AT2G42130-AT3G580104-5+IR,AT2G42130-AT3G58010,4-5,4-5,+IR,N,N
AT2G42130-AT3G580105-6+IR,AT2G42130-AT3G58010,5-6,5-6,+IR,N,N
AT2G42130-AT3G580106-7-ALTA,AT2G42130-AT3G58010,6-7,6-7,-ALTA,N,N
AT2G42130-AT3G580106-7+IR,AT2G42130-AT3G58010,6-7,6-7,+IR,N,N
AT2G42150-AT3G579801-2+ALTA,AT2G42150-AT3G57980,1-2,2-3,+ALTA,N,N
AT2G42200-AT3G579201-2+ALTD,AT2G42200-AT3G57920,1-2,1-2,+ALTD,N,N
AT2G42290-AT3G578301-2+IR,AT2G42290-AT3G57830,1-2,1-2,+IR,N,N
AT2G42300-AT3G578001-2-ALTA,AT2G42300-AT3G57800,1-2,1-2,-ALTA,N,N
AT2G42300-AT3G578001-2+IR,AT2G42300-AT3G57800,1-2,1-2,+IR,N,N
AT2G42300-AT3G578002-3+IR,AT2G42300-AT3G57800,2-3,2-3,+IR,N,N
AT2G42300-AT3G578004-5+IR,AT2G42300-AT3G57800,4-5,6-7,+IR,N,N
AT2G42300-AT3G578005-6+IR,AT2G42300-AT3G57800,5-6,7-8,+IR,N,Y
AT2G42320-AT3G577801-2+IR,AT2G42320-AT3G57780,1-2,2-3,+IR,N,N
AT2G42320-AT3G577803-4+IR,AT2G42320-AT3G57780,3-4,4-5,+IR,N,N
AT2G42320-AT3G577804-5+ALTA,AT2G42320-AT3G57780,4-5,5-6,+ALTA,N,N
AT2G42320-AT3G577804-5+IR,AT2G42320-AT3G57780,4-5,5-6,+IR,N,N
AT2G42320-AT3G577805-6+IR,AT2G42320-AT3G57780,5-6,6-7,+IR,N,N
AT2G42320-AT3G577806-7+IR,AT2G42320-AT3G57780,6-7,7-8,+IR,N,N
AT2G42380-AT3G581201-2+IR,AT2G42380-AT3G58120,1-2,1-2,+IR,N,Y
AT2G42380-AT3G581202-3+IR,AT2G42380-AT3G58120,2-3,2-3,+IR,N,Y
AT2G42380-AT3G581203-4+IR,AT2G42380-AT3G58120,3-4,3-4,+IR,N,Y
AT2G42500-AT3G585001-2+IR,AT2G42500-AT3G58500,1-2,1-2,+IR,N,Y
AT2G42500-AT3G5850010-11+IR,AT2G42500-AT3G58500,10-11,10-11,+IR,N,Y
AT2G42500-AT3G585003-4+IR,AT2G42500-AT3G58500,3-4,3-4,+IR,N,Y
AT2G42500-AT3G585004-5+IR,AT2G42500-AT3G58500,4-5,4-5,+IR,Y,Y
AT2G42500-AT3G585005-6+IR,AT2G42500-AT3G58500,5-6,5-6,+IR,Y,Y
AT2G42500-AT3G585006-7+IR,AT2G42500-AT3G58500,6-7,6-7,+IR,N,Y
AT2G42500-AT3G585007-8+ALTA,AT2G42500-AT3G58500,7-8,7-8,+ALTA,N,N
AT2G42500-AT3G585007-8+ALTD,AT2G42500-AT3G58500,7-8,7-8,+ALTD,N,N
AT2G42500-AT3G585007-8+IR,AT2G42500-AT3G58500,7-8,7-8,+IR,N,N
AT2G42500-AT3G585008-9-ALTD,AT2G42500-AT3G58500,8-9,8-9,-ALTD,N,N
AT2G42500-AT3G585008-9+IR,AT2G42500-AT3G58500,8-9,8-9,+IR,N,N
AT2G42500-AT3G585009-10+IR,AT2G42500-AT3G58500,9-10,9-10,+IR,N,Y
AT2G42520-AT3G585702-3+ALTD,AT2G42520-AT3G58570,2-3,2-3,+ALTD,N,N
AT2G42520-AT3G585703-4+IR,AT2G42520-AT3G58570,3-4,3-4,+IR,N,N
AT2G42520-AT3G585704-5+IR,AT2G42520-AT3G58570,4-5,4-5,+IR,N,N
AT2G42520-AT3G585705-6-ALTD,AT2G42520-AT3G58570,5-6,5-6,-ALTD,N,N
AT2G42520-AT3G585706-7+IR,AT2G42520-AT3G58570,6-7,6-7,+IR,N,N
AT2G42580-AT3G586203-4+ALTA,AT2G42580-AT3G58620,3-4,3-4,+ALTA,N,Y
AT2G42580-AT3G586203-4+IR,AT2G42580-AT3G58620,3-4,3-4,+IR,N,Y
AT2G42580-AT3G586204-5+IR,AT2G42580-AT3G58620,4-5,4-5,+IR,N,N
AT2G42580-AT3G586206-7+IR,AT2G42580-AT3G58620,6-7,6-7,+IR,Y,Y
AT2G42670-AT3G586703-4+ALTD,AT2G42670-AT3G58670,3-4,3-4,+ALTD,N,N
AT2G42670-AT3G586703-4+IR,AT2G42670-AT3G58670,3-4,3-4,+IR,N,Y
AT2G42670-AT3G586704-5-ALTA,AT2G42670-AT3G58670,4-5,4-5,-ALTA,N,Y
AT2G42670-AT3G586705-6+IR,AT2G42670-AT3G58670,5-6,5-6,+IR,N,N
AT2G42680-AT3G586801-2+IR,AT2G42680-AT3G58680,1-2,1-2,+IR,N,Y
AT2G42680-AT3G586802-3+IR,AT2G42680-AT3G58680,2-3,2-3,+IR,N,Y
AT2G42680-AT3G586803-4+IR,AT2G42680-AT3G58680,3-4,3-4,+IR,N,Y
AT2G43010-AT3G590604-5+ALTD,AT2G43010-AT3G59060,4-5,3-4,+ALTD,N,N
AT2G43010-AT3G590604-5+IR,AT2G43010-AT3G59060,4-5,3-4,+IR,N,Y
AT2G43010-AT3G590605-6-ALTA,AT2G43010-AT3G59060,5-6,4-5,-ALTA,N,N
AT2G43010-AT3G590605-6+IR,AT2G43010-AT3G59060,5-6,4-5,+IR,N,Y
AT2G43240-AT3G5936013-14+IR,AT2G43240-AT3G59360,13-14,13-14,+IR,N,N
AT2G43240-AT3G593603-4-ALTA,AT2G43240-AT3G59360,3-4,3-4,-ALTA,N,N
AT2G43240-AT3G593604-5+IR,AT2G43240-AT3G59360,4-5,4-5,+IR,N,N
AT2G43240-AT3G593605-6+IR,AT2G43240-AT3G59360,5-6,5-6,+IR,N,Y
AT2G43240-AT3G593606-7+IR,AT2G43240-AT3G59360,6-7,6-7,+IR,N,N
AT2G43240-AT3G593608-9+IR,AT2G43240-AT3G59360,8-9,8-9,+IR,N,N
AT2G43490-AT3G5957010-11-ALTA,AT2G43490-AT3G59570,10-11,11-12,-ALTA,N,N
AT2G43490-AT3G5957010-11+IR,AT2G43490-AT3G59570,10-11,11-12,+IR,N,Y
AT2G43490-AT3G595702-3-ALTD,AT2G43490-AT3G59570,2-3,2-3,-ALTD,N,N
AT2G43500-AT3G595806-7-ALTD,AT2G43500-AT3G59580,6-7,4-5,-ALTD,N,N
AT2G43500-AT3G595807-8+ALTA,AT2G43500-AT3G59580,7-8,5-6,+ALTA,N,N
AT2G43500-AT3G595807-8+IR,AT2G43500-AT3G59580,7-8,5-6,+IR,N,N
AT2G43630-AT3G596403-4+IR,AT2G43630-AT3G59640,3-4,3-4,+IR,N,N
AT2G43680-AT3G596903-4-ALTA,AT2G43680-AT3G59690,3-4,3-4,-ALTA,N,N
AT2G43680-AT3G596903-4+IR,AT2G43680-AT3G59690,3-4,3-4,+IR,N,N
AT2G43790-AT3G597901-2+IR,AT2G43790-AT3G59790,1-2,1-2,+IR,N,N
AT2G43810-AT3G598103-4+IR,AT2G43810-AT3G59810,3-4,2-3,+IR,N,Y
AT2G43850-AT3G598307-8+ALTA,AT2G43850-AT3G59830,7-8,6-7,+ALTA,N,N
AT2G43850-AT3G598307-8+IR,AT2G43850-AT3G59830,7-8,6-7,+IR,N,N
AT2G44090-AT3G599101-2+IR,AT2G44090-AT3G59910,1-2,2-3,+IR,N,Y
AT2G44090-AT3G599102-3+IR,AT2G44090-AT3G59910,2-3,3-4,+IR,N,N
AT2G44100-AT3G5992010-11+IR,AT2G44100-AT3G59920,10-11,9-10,+IR,N,N
AT2G44100-AT3G5992012-13+IR,AT2G44100-AT3G59920,12-13,11-12,+IR,Y,Y
AT2G44100-AT3G599204-5-ALTD,AT2G44100-AT3G59920,4-5,3-4,-ALTD,N,N
AT2G44100-AT3G599204-5+IR,AT2G44100-AT3G59920,4-5,3-4,+IR,N,N
AT2G44100-AT3G599206-7+IR,AT2G44100-AT3G59920,6-7,5-6,+IR,Y,Y
AT2G44100-AT3G599207-8+IR,AT2G44100-AT3G59920,7-8,6-7,+IR,N,Y
AT2G44100-AT3G599208-9+IR,AT2G44100-AT3G59920,8-9,7-8,+IR,N,N
AT2G44100-AT3G599209-10+IR,AT2G44100-AT3G59920,9-10,8-9,+IR,N,Y
AT2G44180-AT3G599903-4-ALTD,AT2G44180-AT3G59990,3-4,4-5,-ALTD,N,N
AT2G44180-AT3G599903-4+IR,AT2G44180-AT3G59990,3-4,4-5,+IR,N,Y
AT2G44180-AT3G599904-5+IR,AT2G44180-AT3G59990,4-5,6-7,+IR,N,Y
AT2G44180-AT3G599906-7+IR,AT2G44180-AT3G59990,6-7,8-9,+IR,Y,Y
AT2G44180-AT3G599909-10-ALTA,AT2G44180-AT3G59990,9-10,11-12,-ALTA,N,N
AT2G44430-AT3G601101-2+IR,AT2G44430-AT3G60110,1-2,1-2,+IR,N,Y
AT2G44430-AT3G601102-3+IR,AT2G44430-AT3G60110,2-3,2-3,+IR,Y,Y
AT2G44650-AT3G602103-4-ALTA,AT2G44650-AT3G60210,3-4,3-4,-ALTA,N,N
AT2G44650-AT3G602103-4-ALTD,AT2G44650-AT3G60210,3-4,3-4,-ALTD,N,N
AT2G44650-AT3G602103-4+ALTD,AT2G44650-AT3G60210,3-4,3-4,+ALTD,N,N
AT2G44650-AT3G602103-4+IR,AT2G44650-AT3G60210,3-4,3-4,+IR,N,Y
AT2G44680-AT3G602502-3+IR,AT2G44680-AT3G60250,2-3,2-3,+IR,N,N
AT2G44680-AT3G602503-4+IR,AT2G44680-AT3G60250,3-4,3-4,+IR,N,Y
AT2G44680-AT3G602504-5-ALTD,AT2G44680-AT3G60250,4-5,4-5,-ALTD,N,Y
AT2G44680-AT3G602504-5+IR,AT2G44680-AT3G60250,4-5,4-5,+IR,N,Y
AT2G44770-AT3G602602-3+ALTD,AT2G44770-AT3G60260,2-3,2-3,+ALTD,N,N
AT2G44770-AT3G602602-3+IR,AT2G44770-AT3G60260,2-3,2-3,+IR,N,N
AT2G44770-AT3G602604-5+IR,AT2G44770-AT3G60260,4-5,4-5,+IR,N,N
AT2G44770-AT3G602606-7+IR,AT2G44770-AT3G60260,6-7,6-7,+IR,N,N
AT2G45010-AT5G514002-3+IR,AT2G45010-AT5G51400,2-3,3-4,+IR,N,N
AT2G45050-AT3G605301-2+IR,AT2G45050-AT3G60530,1-2,1-2,+IR,N,N
AT2G45170-AT3G606404-5+IR,AT2G45170-AT3G60640,4-5,4-5,+IR,N,N
AT2G45800-AT3G612301-2+IR,AT2G45800-AT3G61230,1-2,1-2,+IR,N,N
AT2G45810-AT3G612405-6+IR,AT2G45810-AT3G61240,5-6,5-6,+IR,N,N
AT2G45810-AT3G612406-7+IR,AT2G45810-AT3G61240,6-7,6-7,+IR,N,N
AT2G45810-AT3G612407-8+IR,AT2G45810-AT3G61240,7-8,7-8,+IR,N,N
AT2G45810-AT3G612408-9+IR,AT2G45810-AT3G61240,8-9,8-9,+IR,N,N
AT2G45850-AT3G613102-3+IR,AT2G45850-AT3G61310,2-3,1-2,+IR,N,Y
AT2G45850-AT3G613103-4+IR,AT2G45850-AT3G61310,3-4,2-3,+IR,N,Y
AT2G45850-AT3G613104-5+IR,AT2G45850-AT3G61310,4-5,3-4,+IR,N,Y
AT2G46170-AT3G615601-2+IR,AT2G46170-AT3G61560,1-2,1-2,+IR,N,N
AT2G46170-AT3G615602-3+ALTA,AT2G46170-AT3G61560,2-3,2-3,+ALTA,N,N
AT2G46170-AT3G615602-3+IR,AT2G46170-AT3G61560,2-3,2-3,+IR,N,Y
AT2G46170-AT3G615603-4-ALTA,AT2G46170-AT3G61560,3-4,3-4,-ALTA,N,N
AT2G46170-AT3G615603-4+IR,AT2G46170-AT3G61560,3-4,3-4,+IR,N,N
AT2G46180-AT3G6157014-15+IR,AT2G46180-AT3G61570,14-15,14-15,+IR,N,N
AT2G46180-AT3G615702-3-ALTA,AT2G46180-AT3G61570,2-3,2-3,-ALTA,N,N
AT2G46260-AT3G616002-3+IR,AT2G46260-AT3G61600,2-3,2-3,+IR,N,N
AT2G46260-AT3G616003-4+IR,AT2G46260-AT3G61600,3-4,3-4,+IR,Y,Y
AT2G46260-AT3G616004-5+IR,AT2G46260-AT3G61600,4-5,4-5,+IR,Y,Y
AT2G46260-AT3G616005-6+IR,AT2G46260-AT3G61600,5-6,5-6,+IR,N,Y
AT2G46380-AT3G616701-2+IR,AT2G46380-AT3G61670,1-2,2-3,+IR,N,Y
AT2G46380-AT3G616702-3+IR,AT2G46380-AT3G61670,2-3,3-4,+IR,N,Y
AT2G46380-AT3G616703-4+IR,AT2G46380-AT3G61670,3-4,4-5,+IR,N,N
AT2G46380-AT3G616704-5+IR,AT2G46380-AT3G61670,4-5,5-6,+IR,N,Y
AT2G46530-AT3G6183011-12+IR,AT2G46530-AT3G61830,11-12,12-13,+IR,Y,Y
AT2G46530-AT3G618307-8-ALTD,AT2G46530-AT3G61830,7-8,9-10,-ALTD,N,N
AT2G46530-AT3G618307-8+IR,AT2G46530-AT3G61830,7-8,9-10,+IR,N,N
AT2G46530-AT3G618308-9-ALTD,AT2G46530-AT3G61830,8-9,10-11,-ALTD,N,N
AT2G46530-AT3G618308-9+IR,AT2G46530-AT3G61830,8-9,10-11,+IR,N,N
AT2G46610-AT3G618602-3+ALTA,AT2G46610-AT3G61860,2-3,2-3,+ALTA,N,N
AT2G46610-AT3G618602-3+ALTD,AT2G46610-AT3G61860,2-3,2-3,+ALTD,N,Y
AT2G46610-AT3G618602-3+IR,AT2G46610-AT3G61860,2-3,2-3,+IR,N,Y
AT2G46610-AT3G618603-4+ALTA,AT2G46610-AT3G61860,3-4,3-4,+ALTA,N,N
AT2G46660-AT3G618801-2+IR,AT2G46660-AT3G61880,1-2,1-2,+IR,Y,Y
AT2G46930-AT3G6206010-11+IR,AT2G46930-AT3G62060,10-11,10-11,+IR,N,N
AT2G46970-AT3G620902-3+IR,AT2G46970-AT3G62090,2-3,1-2,+IR,N,N
AT2G47000-AT3G6215010-11+IR,AT2G47000-AT3G62150,10-11,10-11,+IR,N,N
AT2G47000-AT3G621508-9+IR,AT2G47000-AT3G62150,8-9,8-9,+IR,N,N
AT2G47060-AT3G622203-4-ALTD,AT2G47060-AT3G62220,3-4,3-4,-ALTD,N,N
AT2G47060-AT3G622203-4+IR,AT2G47060-AT3G62220,3-4,3-4,+IR,N,Y
AT2G47060-AT3G622204-5+IR,AT2G47060-AT3G62220,4-5,4-5,+IR,N,N
AT2G47060-AT3G622206-7+IR,AT2G47060-AT3G62220,6-7,6-7,+IR,N,Y
AT2G47250-AT3G623103-4+ALTA,AT2G47250-AT3G62310,3-4,3-4,+ALTA,N,Y
AT2G47250-AT3G623103-4+IR,AT2G47250-AT3G62310,3-4,3-4,+IR,N,Y
AT2G47250-AT3G623105-6+IR,AT2G47250-AT3G62310,5-6,5-6,+IR,N,N
AT2G47250-AT3G623106-7+IR,AT2G47250-AT3G62310,6-7,6-7,+IR,N,N
AT2G47630-AT3G628604-5+IR,AT2G47630-AT3G62860,4-5,4-5,+IR,N,N
AT2G47630-AT3G628605-6+IR,AT2G47630-AT3G62860,5-6,5-6,+IR,Y,Y
AT2G47630-AT3G628606-7+IR,AT2G47630-AT3G62860,6-7,6-7,+IR,N,Y
AT2G47640-AT3G628405-6+IR,AT2G47640-AT3G62840,5-6,4-5,+IR,N,Y
AT2G47650-AT3G628301-2-ALTA,AT2G47650-AT3G62830,1-2,1-2,-ALTA,N,N
AT2G47650-AT3G628301-2+IR,AT2G47650-AT3G62830,1-2,1-2,+IR,N,Y
AT2G47650-AT3G628302-3+IR,AT2G47650-AT3G62830,2-3,2-3,+IR,N,Y
AT2G47650-AT3G628304-5+IR,AT2G47650-AT3G62830,4-5,4-5,+IR,N,N
AT2G47650-AT3G628305-6+IR,AT2G47650-AT3G62830,5-6,5-6,+IR,N,Y
AT2G47650-AT3G628306-7-ALTA,AT2G47650-AT3G62830,6-7,6-7,-ALTA,N,N
AT2G47650-AT3G628306-7+IR,AT2G47650-AT3G62830,6-7,6-7,+IR,N,N
AT2G47690-AT3G627901-2+ALTD,AT2G47690-AT3G62790,1-2,1-2,+ALTD,N,N
AT2G47690-AT3G627901-2+IR,AT2G47690-AT3G62790,1-2,1-2,+IR,N,Y
AT2G47970-AT3G630001-2+IR,AT2G47970-AT3G63000,1-2,1-2,+IR,N,Y
AT3G01040-AT5G154701-2+IR,AT3G01040-AT5G15470,1-2,1-2,+IR,N,Y
AT3G01040-AT5G154702-3-ALTA,AT3G01040-AT5G15470,2-3,2-3,-ALTA,N,N
AT3G01040-AT5G154702-3+IR,AT3G01040-AT5G15470,2-3,2-3,+IR,N,N
AT3G01040-AT5G154704-5+IR,AT3G01040-AT5G15470,4-5,4-5,+IR,N,N
AT3G01040-AT5G154705-6+IR,AT3G01040-AT5G15470,5-6,5-6,+IR,Y,Y
AT3G01050-AT5G154602-3+IR,AT3G01050-AT5G15460,2-3,2-3,+IR,Y,Y
AT3G01050-AT5G154603-4+ALTA,AT3G01050-AT5G15460,3-4,3-4,+ALTA,N,N
AT3G01050-AT5G154603-4+IR,AT3G01050-AT5G15460,3-4,3-4,+IR,N,N
AT3G01300-AT5G150801-2+IR,AT3G01300-AT5G15080,1-2,1-2,+IR,N,N
AT3G01300-AT5G150802-3+IR,AT3G01300-AT5G15080,2-3,2-3,+IR,N,N
AT3G01300-AT5G150804-5+IR,AT3G01300-AT5G15080,4-5,4-5,+IR,Y,Y
AT3G01300-AT5G150805-6+IR,AT3G01300-AT5G15080,5-6,5-6,+IR,Y,Y
AT3G01310-AT5G1507013-14-ALTA,AT3G01310-AT5G15070,13-14,13-14,-ALTA,N,N
AT3G01310-AT5G1507013-14+ALTA,AT3G01310-AT5G15070,13-14,13-14,+ALTA,N,N
AT3G01310-AT5G1507013-14+IR,AT3G01310-AT5G15070,13-14,13-14,+IR,N,N
AT3G01310-AT5G1507015-16-ALTA,AT3G01310-AT5G15070,15-16,15-16,-ALTA,N,N
AT3G01310-AT5G1507016-17+IR,AT3G01310-AT5G15070,16-17,16-17,+IR,N,N
AT3G01310-AT5G1507021-22+IR,AT3G01310-AT5G15070,21-22,21-22,+IR,N,N
AT3G01310-AT5G1507028-29+IR,AT3G01310-AT5G15070,28-29,28-29,+IR,N,N
AT3G01310-AT5G1507029-30-ALTA,AT3G01310-AT5G15070,29-30,29-30,-ALTA,N,N
AT3G01310-AT5G1507029-30+IR,AT3G01310-AT5G15070,29-30,29-30,+IR,N,N
AT3G01310-AT5G1507030-31+IR,AT3G01310-AT5G15070,30-31,30-31,+IR,N,N
AT3G01310-AT5G150706-7+IR,AT3G01310-AT5G15070,6-7,6-7,+IR,N,N
AT3G01310-AT5G150708-9+IR,AT3G01310-AT5G15070,8-9,8-9,+IR,N,N
AT3G01310-AT5G150709-10+ALTA,AT3G01310-AT5G15070,9-10,9-10,+ALTA,N,N
AT3G01310-AT5G150709-10+IR,AT3G01310-AT5G15070,9-10,9-10,+IR,N,N
AT3G01320-AT5G1502013-14+IR,AT3G01320-AT5G15020,13-14,14-15,+IR,N,N
AT3G01320-AT5G1502018-19+IR,AT3G01320-AT5G15020,18-19,19-20,+IR,N,N
AT3G01320-AT5G1502019-20+IR,AT3G01320-AT5G15020,19-20,20-21,+IR,N,N
AT3G01320-AT5G150202-3+IR,AT3G01320-AT5G15020,2-3,3-4,+IR,N,N
AT3G01320-AT5G1502020-21+IR,AT3G01320-AT5G15020,20-21,21-22,+IR,N,N
AT3G01320-AT5G1502021-22+IR,AT3G01320-AT5G15020,21-22,22-23,+IR,N,N
AT3G01320-AT5G150204-5+IR,AT3G01320-AT5G15020,4-5,5-6,+IR,N,N
AT3G01320-AT5G150206-7+IR,AT3G01320-AT5G15020,6-7,7-8,+IR,N,N
AT3G01350-AT5G149402-3+IR,AT3G01350-AT5G14940,2-3,1-2,+IR,N,Y
AT3G01350-AT5G149403-4+IR,AT3G01350-AT5G14940,3-4,2-3,+IR,N,N
AT3G01520-AT5G146801-2+IR,AT3G01520-AT5G14680,1-2,1-2,+IR,N,Y
AT3G01520-AT5G146802-3+IR,AT3G01520-AT5G14680,2-3,2-3,+IR,Y,Y
AT3G01520-AT5G146803-4+IR,AT3G01520-AT5G14680,3-4,3-4,+IR,Y,Y
AT3G01540-AT5G146105-6-ALTD,AT3G01540-AT5G14610,5-6,7-8,-ALTD,N,N
AT3G01540-AT5G146105-6+IR,AT3G01540-AT5G14610,5-6,7-8,+IR,N,N
AT3G01540-AT5G146106-7+IR,AT3G01540-AT5G14610,6-7,8-9,+IR,N,N
AT3G01540-AT5G146107-8+IR,AT3G01540-AT5G14610,7-8,9-10,+IR,N,Y
AT3G01540-AT5G146108-9-ALTA,AT3G01540-AT5G14610,8-9,10-11,-ALTA,N,N
AT3G01540-AT5G146108-9+ALTA,AT3G01540-AT5G14610,8-9,10-11,+ALTA,N,N
AT3G01540-AT5G146108-9+IR,AT3G01540-AT5G14610,8-9,10-11,+IR,N,Y
AT3G01560-AT5G145401-2-ALTD,AT3G01560-AT5G14540,1-2,1-2,-ALTD,N,N
AT3G01560-AT5G145401-2+IR,AT3G01560-AT5G14540,1-2,1-2,+IR,N,Y
AT3G01560-AT5G145402-3+IR,AT3G01560-AT5G14540,2-3,2-3,+IR,N,Y
AT3G01590-AT5G145005-6+IR,AT3G01590-AT5G14500,5-6,5-6,+IR,N,N
AT3G01590-AT5G145006-7+IR,AT3G01590-AT5G14500,6-7,6-7,+IR,N,Y
AT3G01590-AT5G145008-9-ALTD,AT3G01590-AT5G14500,8-9,8-9,-ALTD,N,N
AT3G01590-AT5G145008-9+IR,AT3G01590-AT5G14500,8-9,8-9,+IR,N,N
AT3G01640-AT5G144701-2+IR,AT3G01640-AT5G14470,1-2,1-2,+IR,N,N
AT3G01640-AT5G144704-5+IR,AT3G01640-AT5G14470,4-5,4-5,+IR,N,N
AT3G01650-AT5G144203-4+IR,AT3G01650-AT5G14420,3-4,2-3,+IR,N,N
AT3G01650-AT5G144206-7+IR,AT3G01650-AT5G14420,6-7,4-5,+IR,N,N
AT3G01650-AT5G144208-9-ALTA,AT3G01650-AT5G14420,8-9,6-7,-ALTA,N,N
AT3G01650-AT5G144208-9+IR,AT3G01650-AT5G14420,8-9,6-7,+IR,N,N
AT3G01690-AT5G143901-2-ALTD,AT3G01690-AT5G14390,1-2,1-2,-ALTD,N,N
AT3G01690-AT5G143901-2+IR,AT3G01690-AT5G14390,1-2,1-2,+IR,Y,Y
AT3G01690-AT5G143902-3-ALTA,AT3G01690-AT5G14390,2-3,2-3,-ALTA,N,N
AT3G01690-AT5G143902-3+IR,AT3G01690-AT5G14390,2-3,2-3,+IR,N,Y
AT3G02170-AT5G155803-4+IR,AT3G02170-AT5G15580,3-4,3-4,+IR,N,N
AT3G02170-AT5G155804-5+ALTA;-ALTD,AT3G02170-AT5G15580,4-5,4-5,+ALTA;-ALTD,N,N
AT3G02170-AT5G155804-5+IR,AT3G02170-AT5G15580,4-5,4-5,+IR,Y,Y
AT3G02180-AT5G156002-3-ALTA,AT3G02180-AT5G15600,2-3,2-3,-ALTA,N,N
AT3G02180-AT5G156002-3+IR,AT3G02180-AT5G15600,2-3,2-3,+IR,N,N
AT3G02200-AT5G156101-2+IR,AT3G02200-AT5G15610,1-2,1-2,+IR,N,N
AT3G02200-AT5G156102-3+IR,AT3G02200-AT5G15610,2-3,2-3,+IR,N,N
AT3G02200-AT5G156105-6+IR,AT3G02200-AT5G15610,5-6,5-6,+IR,N,N
AT3G02200-AT5G156106-7+IR,AT3G02200-AT5G15610,6-7,6-7,+IR,N,N
AT3G02230-AT5G156501-2+IR,AT3G02230-AT5G15650,1-2,1-2,+IR,Y,Y
AT3G02230-AT5G156502-3+IR,AT3G02230-AT5G15650,2-3,2-3,+IR,N,N
AT3G02230-AT5G156503-4+IR,AT3G02230-AT5G15650,3-4,3-4,+IR,N,N
AT3G02250-AT5G157401-2+IR,AT3G02250-AT5G15740,1-2,1-2,+IR,Y,Y
AT3G02250-AT5G157403-4+IR,AT3G02250-AT5G15740,3-4,3-4,+IR,N,N
AT3G02250-AT5G157404-5+IR,AT3G02250-AT5G15740,4-5,4-5,+IR,N,N
AT3G02250-AT5G157406-7+IR,AT3G02250-AT5G15740,6-7,6-7,+IR,N,N
AT3G02250-AT5G157407-8+IR,AT3G02250-AT5G15740,7-8,7-8,+IR,Y,Y
AT3G02310-AT5G158006-7-ALTA,AT3G02310-AT5G15800,6-7,6-7,-ALTA,N,N
AT3G02460-AT5G159302-3+IR,AT3G02460-AT5G15930,2-3,2-3,+IR,N,N
AT3G02460-AT5G159303-4+IR,AT3G02460-AT5G15930,3-4,3-4,+IR,N,N
AT3G02460-AT5G159305-6-ALTA,AT3G02460-AT5G15930,5-6,5-6,-ALTA,N,Y
AT3G02460-AT5G159305-6+IR,AT3G02460-AT5G15930,5-6,5-6,+IR,Y,Y
AT3G02520-AT5G160502-3+IR,AT3G02520-AT5G16050,2-3,2-3,+IR,N,N
AT3G02520-AT5G160503-4+IR,AT3G02520-AT5G16050,3-4,3-4,+IR,N,N
AT3G02530-AT5G1607010-11+IR,AT3G02530-AT5G16070,10-11,10-11,+IR,N,N
AT3G02530-AT5G1607011-12+IR,AT3G02530-AT5G16070,11-12,11-12,+IR,N,N
AT3G02530-AT5G1607013-14+IR,AT3G02530-AT5G16070,13-14,13-14,+IR,N,N
AT3G02780-AT5G164401-2+IR,AT3G02780-AT5G16440,1-2,1-2,+IR,Y,Y
AT3G02780-AT5G164402-3+IR,AT3G02780-AT5G16440,2-3,2-3,+IR,N,N
AT3G02780-AT5G164403-4+IR,AT3G02780-AT5G16440,3-4,3-4,+IR,Y,Y
AT3G02780-AT5G164404-5+IR,AT3G02780-AT5G16440,4-5,4-5,+IR,N,N
AT3G02780-AT5G164405-6+IR,AT3G02780-AT5G16440,5-6,5-6,+IR,N,Y
