gene_name	A	B	C	Gene_Length
AT1G35530	195	156	259	7210
AT1G11920	0	0	0	1431
AT5G41870	938	889	1581	1868
AT1G31850	945	1054	1786	3478
AT3G53470	2574	3066	4883	662
AT2G03300	0	0	0	755
AT3G20240	1015	357	1572	1881
AT1G12740	0	0	1	2576
AT1G16040	351	320	561	1877
AT2G43120	1207	1540	2888	1721
AT2G02650	0	0	0	1136
AT5G07152	0	0	0	940
AT5G07150	378	310	621	2164
AT1G76700	868	1202	1429	2841
AT1G76705	47	29	37	879
AT5G17550	1825	1625	3322	1730
AT5G02670	708	575	1193	1885
AT3G56190	6726	7670	12118	2853
AT1G60170	2948	3405	5821	2628
AT1G29041	6	1	2	791
AT1G29040	915	921	1768	2056
AT2G41616	0	0	0	138
AT4G38120	1745	1521	2610	7589
AT1G57230	0	0	0	37
AT1G20190	4287	3639	10144	1329
AT5G13050	1023	978	1795	2237
AT4G39290	0	0	0	1098
AT2G26520	45	68	174	916
AT1G51965	528	438	836	2068
AT1G51960	4	4	3	1329
AT5G27320	1133	1696	2453	2124
AT5G16260	1409	1630	2562	4561
AT3G52700	21	9	43	6208
AT1G19540	20	41	40	1675
AT3G61480	2103	2029	3422	6601
AT2G22930	30	16	15	1491
AT2G17556	0	0	0	99
AT2G17550	1480	2381	3324	3550
AT1G11210	34	259	115	1322
AT2G07680	2237	1437	3442	7747
AT2G07681	101	63	140	4815
AT1G04010	359	363	572	5038
AT4G14040	15591	15000	24627	2527
AT4G34710	7133	6042	11020	2908
AT2G07687	99	31	70	998
AT2G07689	39	13	20	645
AT3G12230	1	1	0	2449
AT5G27495	0	0	0	347
AT1G05760	0	0	0	753
AT1G01220	2902	2412	4402	4276
AT5G27490	420	228	662	1885
AT1G01225	123	190	305	1421
AT5G23130	239	752	691	2406
AT1G60790	1243	1389	2591	2208
AT3G17550	0	0	0	891
AT2G15950	0	0	0	37
AT1G53440	1601	2251	3096	5604
AT2G18050	77	311	160	835
ATCG00470	1241	1506	2642	399
AT1G61224	0	0	0	107
AT1G61226	0	0	0	275
AT4G10290	2	0	1	2039
AT3G62680	0	1	2	1273
AT2G42740	784	649	1430	1354
AT5G08390	1500	1487	2525	6261
AT5G08391	17	8	23	484
AT5G04630	8	4	12	1530
AT4G01370	3021	2317	4648	1994
AT1G08065	0	0	0	1808
AT1G08060	1974	1822	3145	9343
AT5G09443	46	35	74	570
AT1G15825	336	633	968	381
AT5G09440	307	564	327	1115
AT1G15820	469607	450947	887660	1398
AT5G09445	11	10	28	576
AT5G18140	1819	2582	3387	1714
AT5G24670	2423	1922	3823	3125
AT1G18630	607	500	1070	1735
AT1G14190	110	110	209	1506
AT4G29140	404	218	568	1974
AT3G28620	8	12	18	636
AT5G66810	1630	1848	2543	3688
AT5G66817	0	0	0	71
AT5G66816	0	0	0	306
AT5G66815	0	0	0	501
AT4G35440	3178	2130	4882	3390
AT3G48350	311	495	612	1837
AT3G49000	1000	802	1517	3286
AT3G22480	663	618	1525	1453
AT3G42050	21446	20422	37779	4751
AT3G55560	904	797	1227	1765
AT2G26100	946	894	1775	2304
AT1G02750	447	696	998	1796
AT4G10430	2100	1497	3088	3209
AT5G36490	0	0	0	357
AT3G55160	1707	1180	2662	6989
AT3G12900	0	1	0	1537
AT5G42785	1	0	0	872
AT1G52315	118	83	178	1487
AT4G14950	983	911	1720	2885
AT1G52310	1520	1013	2323	2487
AT4G24920	1492	1418	2626	1226
AT4G18600	1529	1750	2384	7492
AT2G21770	51	86	154	4700
AT1G66790	0	0	0	345
AT3G53370	367	279	574	950
AT2G14390	0	0	0	1007
AT1G66795	0	0	0	91
AT2G45210	23	21	23	1139
AT5G40910	2351	2196	3025	3623
AT4G11521	234	323	449	1151
AT3G25597	207	270	258	845
AT3G27980	0	0	0	1958
AT2G23680	243	141	244	1293
AT3G54410	0	1	0	939
AT2G15042	836	754	1139	2473
AT1G02280	6581	5698	12392	1963
AT4G16550	0	2	2	5813
AT5G42567	0	0	0	348
AT5G46420	12770	12379	23015	2999
AT3G58700	3554	1990	6153	1393
AT3G23280	3907	5163	7518	3079
AT3G48970	37	46	86	1088
AT5G35917	0	0	0	2006
AT5G05140	1076	2115	1701	2755
AT1G66245	0	0	0	864
AT1G66240	3686	3950	7521	1077
AT2G20790	1572	1449	2697	2817
AT3G25620	291	198	468	3498
AT5G06490	0	0	0	594
AT2G34930	1164	1641	2796	2839
AT2G25450	25881	26928	36637	1740
AT5G65180	755	648	1313	2671
AT3G23750	3408	4104	6754	3097
AT2G22482	79	98	156	436
AT2G22480	2000	1771	2900	3020
AT5G25230	126	85	226	3886
AT3G15300	81	58	114	901
AT1G54250	402	397	728	1620
AT5G01712	0	0	0	2123
AT5G01710	0	0	0	2123
AT4G22820	1153	1466	2084	1302
AT2G20420	9290	7478	16597	2668
AT4G26780	1955	647	2612	1933
AT5G64500	3131	3295	5442	3273
AT5G64505	0	0	0	74
AT2G22155	0	0	0	306
AT4G25320	696	486	1162	2467
AT2G32470	12	16	19	1723
AT3G57140	301	442	508	3086
AT1G03150	1053	976	1773	2199
AT3G45800	3	2	1	2726
AT4G17600	17666	15605	33190	1168
AT4G21830	17	3	1	1074
AT3G53860	138	162	300	1729
AT1G51150	0	0	0	921
AT1G79700	624	1924	1583	3389
AT4G27780	564	445	808	2339
AT1G06500	480	496	846	1252
AT4G12070	651	842	989	2680
AT4G26430	514	387	807	2611
AT1G07670	3290	3094	5556	4494
AT4G13380	0	0	0	772
AT2G18465	477	369	798	1954
AT3G01610	1289	1264	2474	3564
AT2G16620	0	0	0	528
AT3G06962	0	0	0	210
AT3G18500	3661	3380	5476	2882
AT3G06960	1380	1521	2384	2340
AT4G21780	111	61	128	570
AT4G12380	0	1	1	959
AT4G12382	11	13	35	976
AT1G80290	199	238	498	1211
AT1G16900	853	764	1536	3413
AT5G06720	7	10	19	1586
AT1G16905	0	0	0	1386
AT3G13620	811	1003	1402	1880
AT5G07450	0	0	0	957
AT3G57785	1295	1036	2390	644
AT1G54920	2962	3251	4681	4503
AT5G61950	463	392	761	4528
AT4G24490	1432	1354	2373	3278
AT5G57260	1	1	0	1682
AT2G33700	1297	1725	2625	2570
AT3G50170	0	2	3	2039
AT2G38130	870	1002	1718	2238
AT2G24410	0	0	0	249
AT2G33705	0	0	0	210
AT2G14800	54	104	132	2194
AT2G26480	1	4	2	1722
AT3G14160	434	394	778	2244
AT5G62900	352	448	745	1146
AT1G50200	16444	16672	29512	7278
AT4G28690	235	217	480	2030
AT4G12920	0	0	0	1170
AT3G53130	4650	3573	7984	4772
AT3G06340	1235	1308	2287	3105
AT2G29760	897	478	1190	2969
AT4G30460	414	519	941	823
AT5G59920	1338	1498	2685	2133
AT4G24140	140	162	340	3968
AT5G27860	1743	1934	3344	1641
AT3G59890	586	448	1182	2389
AT2G05294	0	0	0	93
AT5G58030	1593	1536	2892	1844
AT1G75700	24	19	39	1036
AT4G13030	390	438	558	2533
AT1G70550	975	495	1667	2907
AT5G58470	3170	3023	6177	3214
AT3G12570	1718	1941	2996	2310
AT1G74070	7863	6937	15377	1489
AT2G13290	1016	799	1469	1704
AT4G14560	1305	2607	2965	929
AT1G68300	1058	1159	1731	1027
AT5G66370	0	0	0	625
AT1G72950	42	59	139	1396
AT5G08460	0	0	1	2236
AT1G13140	25	23	42	1835
AT3G09910	16	5	12	1716
AT2G39660	770	947	1399	2244
AT2G31410	3023	2259	6007	830
AT5G11225	0	0	0	72
AT5G11220	0	0	0	922
AT3G19290	1980	3538	3767	2984
AT1G73390	2284	2187	3532	3389
AT5G40847	0	0	0	117
AT2G37710	5328	4825	9799	2287
AT3G03440	393	252	719	3191
AT5G54830	1304	851	2058	3232
AT3G45390	88	66	131	2054
AT5G02570	25	16	26	399
AT2G34160	1082	925	1862	1181
AT3G59270	5	2	5	1280
AT2G41070	63	83	89	1583
AT2G28410	417	347	840	805
AT5G11590	338	45	364	1193
AT4G31730	18	27	25	760
AT1G47990	0	0	0	2180
AT4G33465	0	0	0	474
AT3G48010	5	3	7	2694
AT4G33467	148	719	360	733
AT3G45020	111	172	242	1193
AT4G33460	1203	1146	2321	2197
AT2G19010	0	0	0	2290
AT2G35410	9983	7712	16220	1427
AT5G37020	1651	982	2480	4360
AT1G01140	5278	6167	9169	3459
AT5G67420	7513	10896	18643	1738
AT1G62020	4721	3724	7677	4491
AT4G09340	1296	1096	2097	3034
AT5G24880	0	1	1	1332
AT3G22000	0	0	0	1281
AT3G57930	564	1146	1431	1582
ATCG00130	1625	405	937	1270
AT5G49520	88	194	159	2571
AT3G60530	936	2184	2485	1173
AT2G40030	770	702	1232	9090
AT3G23350	0	0	0	1098
AT3G07920	0	0	1	1810
AT3G08750	0	0	0	1110
AT1G72040	4709	3189	8799	2449
AT5G49525	31	68	64	447
AT3G04690	321	228	496	2837
AT1G62790	574	507	958	1431
AT1G77670	1919	1359	2898	2075
AT1G49840	939	1362	2281	2289
AT4G08560	0	0	0	2750
AT1G48460	1208	688	2272	1955
AT3G42550	0	0	0	3408
AT2G36145	5757	4436	9337	974
AT2G36140	0	0	0	74
AT5G50995	0	0	0	37
AT1G44740	67	48	104	1752
AT1G49590	867	970	1713	1857
AT5G50990	184	126	261	1863
AT1G55640	0	0	0	564
AT1G63770	23771	21711	38281	7172
AT4G29640	0	0	0	1041
AT2G47020	202	191	391	2706
AT4G36170	0	2	0	5963
AT1G35333	0	0	0	150
AT1G35330	0	1	1	1068
AT1G58070	301	256	615	1171
AT4G28990	339	281	668	2024
AT3G09400	1	3	0	2298
AT3G09405	130	81	150	2863
AT1G68890	7672	6032	12586	9770
ATMG00340	0	0	0	75
AT3G20080	402	388	656	1904
AT3G54350	2457	2313	4020	4778
AT5G50665	1125	1114	2173	1837
AT1G26921	0	0	0	150
AT1G26920	5394	6498	11192	887
AT5G50660	0	0	1	204
AT4G32410	26110	31711	50942	6046
AT2G02410	750	980	1509	2260
AT5G52290	84	46	36	6202
AT5G48810	5249	6200	10262	1268
AT5G55010	18	8	12	330
AT2G46080	1844	1293	2932	1989
AT1G10500	5210	5136	8835	1486
AT1G06260	0	0	0	1156
AT4G02000	13	15	18	1024
AT4G02005	170	158	220	2274
AT1G06265	187	152	299	2719
AT1G49330	1	3	5	996
AT1G70940	6989	7987	11568	3342
AT1G70944	0	0	0	117
AT1G70949	0	0	0	264
AT5G52740	3	2	10	651
AT1G09520	688	875	1321	1105
AT3G30300	3249	3419	5952	3377
AT5G59020	274	252	583	3463
AT5G16460	0	0	0	1573
AT2G30032	0	0	0	126
AT5G44750	2737	2133	3763	7562
AT4G34150	3714	6620	9101	2348
AT2G41850	0	0	0	2507
AT5G13520	624	637	1302	2724
AT1G65320	2794	2576	4614	3064
AT1G24380	0	1	0	1554
AT5G43900	5604	5043	8178	10558
AT1G24388	0	0	0	596
AT5G48100	0	0	0	3418
AT1G69850	3808	4466	5999	3797
AT4G05250	0	0	0	957
AT1G62800	353	342	443	3761
AT5G11960	1477	1590	2667	2937
AT2G42500	3799	3987	6305	3751
AT5G55900	205	309	477	2231
AT5G33300	173	161	200	3328
AT3G17820	642	890	1493	2182
AT5G04430	13238	10769	25480	3615
AT4G04780	410	490	765	1242
AT5G51210	9	0	3	844
AT5G58750	0	0	0	1335
AT4G01570	1126	976	2199	2469
AT4G19530	9822	12581	18085	5539
AT4G01575	18	35	52	740
AT5G09600	6222	5541	10804	1701
AT5G41220	778	946	1431	2643
AT5G53500	3450	2722	7561	3860
AT1G25380	1409	946	2187	2533
AT5G49050	0	0	0	453
AT3G28420	77	78	172	919
AT5G04380	2	2	0	1435
AT5G04386	0	0	0	117
AT4G39500	1	0	0	1410
AT4G35280	0	0	0	855
AT2G38270	5732	4930	10752	1815
AT1G19835	5360	6761	11153	4381
AT3G22640	198	0	4	2179
AT1G19830	5	0	0	718
AT5G18430	93	202	306	1775
AT5G10540	5654	5943	10299	6907
AT3G26730	3711	4785	6347	3754
AT1G36756	0	0	0	486
AT1G47500	2444	1491	3907	2547
AT5G22100	763	254	1069	1970
AT2G29400	2412	3227	4252	2319
AT1G24650	0	0	0	2746
AT4G11720	1	1	9	3624
AT4G30100	5663	6069	9107	5871
AT2G23440	0	0	0	415
AT1G25520	1914	1321	2762	2440
AT2G17970	719	553	1075	2434
AT4G16710	624	761	1168	1254
AT1G14970	280	212	534	2969
AT5G46620	787	798	1496	1808
AT2G27530	23564	15270	44805	1629
AT2G18000	24	23	34	1546
AT5G42750	1094	1314	2112	1341
AT1G66000	0	0	1	1095
AT5G01460	2476	2658	4582	3764
AT4G11090	695	736	1180	1732
AT3G11240	509	522	739	2632
AT5G65930	2443	2494	3830	6591
AT2G01800	0	0	0	1489
AT1G32120	846	1130	1506	5852
AT5G46990	0	0	0	564
AT4G11750	0	0	0	1161
AT3G23510	505	344	553	5655
AT4G18725	0	0	0	73
AT4G18720	0	1	0	1284
AT3G27460	372	570	723	2967
AT5G35069	0	0	0	183
AT1G28920	0	0	0	72
AT1G48850	6580	5274	11313	3186
AT1G18879	0	0	0	184
AT3G46620	653	1003	3671	1371
AT1G18870	217	527	495	3854
AT1G18871	0	0	0	177
AT4G17440	248	182	436	1524
AT2G22310	432	502	726	2245
AT1G11740	110	123	195	3771
AT2G19350	233	371	477	1142
AT1G27670	6	25	21	925
AT5G01260	1196	1081	2046	2081
AT1G51310	2310	1658	3761	2826
AT5G43480	0	3	2	246
AT5G34883	0	0	0	348
AT5G08740	4324	3891	6870	2923
AT5G34881	0	0	0	348
AT5G34887	0	0	0	348
AT5G34885	0	0	0	711
AT1G53220	0	0	0	74
AT1G35470	1152	1069	1941	3579
AT5G39450	371	465	618	2230
AT1G53180	12	29	20	1455
AT4G17190	1008	1199	2018	2386
AT1G17690	1595	956	2368	5586
AT1G66910	1369	1490	2341	2313
AT5G57685	194	262	301	864
AT3G60670	0	0	1	1777
AT2G07310	0	0	0	1591
AT4G19095	10	11	16	633
AT5G43150	2388	2693	4206	911
AT4G19090	186	136	246	2858
ATCG00370	0	0	0	87
AT5G06125	0	0	0	80
AT5G40595	0	0	0	570
AT3G25910	2552	3839	5247	1910
AT5G40590	0	1	0	976
AT5G39700	0	0	0	664
AT1G64510	26480	27494	58397	1453
AT5G07290	3212	2524	4746	5624
AT1G20540	1349	1301	2424	2752
AT5G01849	0	0	0	132
AT1G79420	91	92	179	2858
AT1G17520	707	734	1241	2750
AT5G60710	2070	1969	3867	4351
AT3G14362	0	0	1	740
AT3G14360	97	56	89	2096
AT1G28210	297	200	479	5613
AT1G50040	224	1157	448	1819
AT4G02940	3523	3074	6409	4444
AT4G08790	497	450	765	2976
AT3G21920	0	0	0	1106
AT2G12550	249	248	521	3880
AT1G79390	770	572	1289	1097
AT1G52570	117	79	139	3111
AT2G21150	1007	1054	2127	2756
AT1G04860	3020	2482	4476	4048
AT2G23940	1100	1124	2027	1366
AT2G23945	2	5	7	1377
AT2G48121	199	177	321	575
AT1G12460	1674	962	2891	3382
AT5G65500	0	0	1	2905
AT3G62560	2526	2320	4088	1620
AT4G37340	1	2	0	1938
AT1G50590	319	513	740	1676
AT2G02750	133	149	193	2390
AT4G13630	1272	1104	2129	2609
AT4G38370	505	429	851	1389
AT4G14360	5372	4895	9170	3462
AT2G17295	0	0	0	80
AT4G14365	1424	1830	2340	2302
AT1G57060	0	0	0	82
AT5G02420	29	11	45	688
AT2G10014	0	0	0	174
AT1G52680	0	0	0	879
AT5G32613	0	0	0	1787
AT5G32619	0	0	0	550
AT3G14980	1182	1308	2101	5473
AT3G14981	0	0	0	219
AT2G14920	0	0	0	1038
AT1G21630	6768	7269	12177	6981
AT5G23810	380	240	542	2439
AT5G37060	0	0	0	2674
AT2G43370	336	496	715	2085
AT2G43371	0	0	0	255
AT2G43375	207	174	283	1576
AT4G01270	143	152	194	2634
AT3G61070	1611	2062	2552	2165
AT3G12000	0	0	0	1359
AT1G04600	45	38	76	10254
AT3G19050	445	335	773	12465
AT3G19055	0	0	0	627
AT5G22490	0	0	0	2107
AT3G62528	0	0	0	174
AT5G38940	1	0	0	910
AT5G08210	0	0	0	249
AT2G46870	1196	656	1885	1487
AT1G08340	52	92	210	1804
AT1G51880	0	0	0	3876
AT2G20208	2	0	0	634
AT1G15165	537	355	663	2395
AT5G59600	166	112	252	2026
AT1G15160	261	225	390	2071
AT3G17185	749	742	1340	947
AT3G17180	12	14	19	3297
AT3G32160	0	0	0	514
AT3G16270	3801	2878	5860	3660
AT3G45620	944	1099	1816	2275
AT5G19420	852	1099	1579	5605
AT5G27510	0	0	0	906
AT1G01380	24	35	71	790
AT1G53760	551	393	913	2106
AT3G52570	304	406	654	1870
AT3G13970	106	137	197	1343
AT3G49700	0	1	0	1672
AT4G25950	8	8	10	583
AT2G17740	21	4	16	966
AT5G25910	38	53	57	2518
AT2G48020	4911	5069	9343	2926
AT2G14210	10	4	4	5306
AT5G56100	1548	2912	3194	637
AT4G15100	3	1	2	3677
AT1G15780	3624	3004	5463	6230
AT5G37930	652	746	1477	1470
AT5G58550	701	674	1206	3180
AT5G59613	1723	1574	3243	1027
AT1G61070	0	0	0	810
AT3G24830	19938	14604	40985	1558
AT3G03930	1	2	2	1397
AT3G18090	774	654	1292	5674
AT3G11720	959	960	1838	2810
AT1G05260	1	2	6	1673
AT1G13780	358	502	646	1892
AT3G59660	1338	1213	2257	4488
AT3G63340	3316	2998	5111	6750
AT3G42390	0	0	0	447
AT4G27080	3042	2162	4998	4514
AT3G22360	0	0	0	1229
ATMG01310	0	1	0	411
AT1G80700	521	623	1112	1479
AT1G14780	80	103	113	3163
AT1G59500	0	0	0	2122
AT1G18400	260	362	393	2346
AT2G21630	450	489	757	3593
AT1G13250	850	1590	2010	1441
AT2G33290	760	467	1276	2424
AT4G16451	0	0	0	144
AT4G16450	3555	3003	6557	645
AT2G23160	0	0	0	1275
AT2G16505	0	0	0	672
AT5G24355	0	0	1	342
AT5G24352	51	41	70	934
AT1G02120	4064	3941	7032	4137
AT5G24350	2813	2499	4119	9791
AT3G24517	0	0	0	536
AT1G55330	3192	3634	7685	427
AT1G03830	640	559	1143	4742
AT5G20630	2281	3154	6465	890
AT5G20635	76	122	151	2723
AT5G05900	0	0	0	1869
AT4G27620	814	870	1570	2058
AT3G54625	4	7	15	2215
AT3G54620	2289	2572	3755	2514
AT5G63590	3	5	13	1478
AT5G21326	4845	5186	8414	4668
AT3G58130	341	261	598	2266
AT1G09720	0	0	1	2866
AT1G76830	0	0	0	1122
AT5G17010	1469	1292	2490	5096
AT3G10090	1405	1503	3785	1217
AT1G06710	466	269	661	3668
AT1G38790	0	0	0	1252
AT5G54610	915	652	838	1747
AT4G12220	0	0	0	492
AT5G20980	1258	1021	2183	4204
AT5G50500	0	0	0	408
AT2G28720	5491	5320	9937	701
AT2G34740	0	0	0	1622
AT2G25640	618	555	1055	3472
AT3G43110	4	28	4	857
AT1G09890	138	126	271	3302
AT5G25000	0	0	0	366
AT3G15115	581	672	990	1498
AT3G15110	3024	2942	5326	1566
AT3G15111	0	0	0	117
AT5G61030	2256	1354	4169	1856
AT5G01100	118	178	181	3353
AT1G51055	3	5	9	1030
AT2G30240	0	0	0	2873
AT3G10540	1385	1378	2316	3008
AT3G01790	1518	1147	2766	2052
AT5G64710	108	54	166	2970
AT4G29840	6048	4605	10562	1840
AT4G25170	2933	3709	5350	2006
AT1G50820	0	0	1	1587
AT4G21660	6174	6954	12642	3829
AT5G26673	0	0	0	303
AT5G26670	825	708	1500	2706
AT3G56660	6	19	28	1997
AT1G30140	0	0	0	1070
AT5G62710	743	815	1188	3298
AT5G27980	4	0	3	953
AT4G13170	4885	2780	8253	1651
AT3G52960	18003	16617	37830	952
AT2G28330	138	111	287	868
AT1G70290	10699	37351	22082	3709
AT5G53340	1107	1120	2132	2754
AT3G01420	3	1	0	3372
AT5G22800	16720	14603	27923	3909
AT1G73920	7151	9929	12847	4040
AT2G38070	37	43	110	2204
AT3G18770	584	828	1125	3176
AT3G18773	1068	1870	2615	1351
AT3G14640	18	10	11	1932
AT3G18779	0	0	0	144
AT3G13010	1	0	2	1803
AT1G75510	1398	1163	2348	1681
AT1G70740	680	1013	1254	2316
AT1G78590	963	1000	1583	2127
AT4G20040	11	17	40	1817
AT2G31590	3	2	4	1305
AT3G02210	200	150	335	2452
AT3G13525	0	0	0	86
AT3G56080	3922	3154	6496	2728
AT3G56085	0	0	0	73
AT5G57990	6312	3964	9792	4091
AT4G28710	1645	1827	2709	9774
AT4G30340	1418	1273	2315	2777
AT2G33570	869	746	1610	2030
AT2G26692	42	35	59	575
AT2G26690	8191	7215	13165	3847
AT5G12940	736	1142	1283	1293
AT2G26695	308	276	387	868
AT5G11410	56	43	99	1453
AT5G11412	2	2	1	851
AT2G39030	90	132	107	976
AT5G11416	0	1	0	231
AT2G18240	453	460	726	1437
AT2G31620	0	0	0	918
AT2G18245	853	941	1509	2319
AT2G28590	154	120	243	1990
AT3G44235	0	0	0	680
AT3G44230	0	0	0	615
AT4G32270	980	645	1400	1676
AT5G45370	226	295	406	2130
AT1G22410	9671	8378	17606	2958
AT4G30690	5555	8256	11870	1781
AT2G44250	3	2	10	2080
AT4G31560	3396	3411	6467	1041
AT2G44255	2	1	5	1812
AT4G32180	3350	3606	6076	6221
AT3G58950	0	0	0	1725
AT3G19553	3317	4639	6255	2178
AT3G19550	17	21	15	1052
AT5G52120	563	720	691	3889
AT4G36690	7484	7653	14283	3731
AT1G73210	219	404	425	2895
AT5G54970	447	409	846	555
AT4G23530	703	720	1238	1777
AT5G17600	931	606	1576	1340
AT2G05160	953	1023	1611	3353
AT1G68510	1	0	2	1374
AT3G07060	532	402	898	4513
ATMG00850	0	0	0	324
AT4G09550	479	432	842	1098
AT2G23120	2627	3083	4773	592
AT2G41550	106	144	249	2204
AT5G62850	63	53	96	1590
AT2G19190	40	29	61	3896
AT2G37500	2816	2311	4669	3056
AT3G32400	12	8	25	3578
AT4G33585	0	0	2	776
AT4G33580	4297	3191	7233	3265
AT1G43310	12	8	8	502
AT5G17810	5	0	0	2216
AT1G29500	749	1212	1574	655
AT4G36030	38	31	58	2371
AT4G36032	0	0	0	2206
AT3G60470	2	9	12	2309
AT1G76190	14	26	56	372
AT2G47780	68	95	120	986
AT5G10450	19418	25489	37044	2495
AT3G07680	2051	1997	3801	1590
AT4G33630	7388	8097	13180	4076
AT2G35620	2315	1727	4005	4420
AT2G03640	3557	4471	6334	2554
AT5G51470	20	26	38	2054
AT1G56520	1424	1956	2350	4311
AT1G62610	207	222	406	975
AT1G67220	0	4	4	4972
AT5G63595	1	0	0	1350
AT2G04690	2181	3102	4135	1859
AT3G09300	2349	2567	4212	2822
AT1G69640	3041	2494	4988	2037
AT5G60020	91	82	160	2467
AT1G64750	2212	2584	5078	1547
AT5G36925	15	31	18	432
AT4G29430	542	389	941	1222
AT2G40200	40	22	46	993
AT3G05685	46	34	101	1129
AT2G47250	6011	5030	10216	3351
AT2G40205	9	6	15	215
AT3G05680	3666	3834	6655	12000
AT5G13225	0	0	0	83
AT5G13220	83	316	202	1927
AT3G05420	3459	3181	6147	5473
AT1G34850	0	0	0	264
AT2G46787	0	0	0	147
AT4G22370	8	7	23	1210
AT2G04340	794	898	1431	2029
AT2G46780	410	574	1077	2213
AT1G16635	11	4	23	866
AT3G04080	1281	1121	2195	3506
AT1G16630	154	123	314	2750
AT5G39090	72	84	163	1514
AT1G78830	8266	24211	19419	1598
AT5G48605	0	0	0	364
AT2G01480	963	997	1495	4268
AT3G05350	6210	5897	10751	6905
AT1G63250	313	162	561	3383
AT5G44380	34	6	45	2719
AT4G03560	10452	13690	19332	5911
AT5G55200	892	513	1394	1966
AT4G03566	0	0	0	667
AT4G03565	2	3	2	988
AT5G17100	0	0	0	1780
AT1G47495	0	0	0	869
AT5G22640	18574	14886	32122	4417
AT2G02590	494	553	958	1752
AT1G26880	7660	4206	13192	1347
AT5G13480	1099	908	1901	5499
AT4G38570	451	549	860	2285
AT5G45520	476	385	759	3504
AT1G65484	57	73	69	860
AT5G32450	4501	4766	8093	1963
AT1G65486	114	89	133	658
AT1G65481	1	1	1	714
AT1G65480	150	75	136	2507
AT1G65483	0	0	0	1249
AT2G46120	0	0	0	73
AT5G16050	5879	6390	11442	2076
AT1G45000	5533	5040	9930	2746
AT4G37630	377	254	563	1924
AT2G43570	330	330	331	1240
AT1G64280	2067	2428	3378	2819
AT5G52460	0	0	0	1384
AT3G03750	290	455	647	2143
AT5G39350	218	241	442	2034
AT1G27820	0	1	2	933
AT1G20830	1785	1302	3029	1985
AT1G30420	629	542	868	7501
AT1G65150	352	303	579	1935
AT2G13623	0	0	0	243
AT5G08055	0	0	0	402
AT2G13620	0	0	0	2616
AT5G45472	0	0	0	2668
AT2G05900	0	0	1	939
AT5G45470	363	337	647	3058
AT1G10330	105	58	103	1404
AT4G02210	650	855	1274	2206
AT4G35670	0	0	0	2206
AT5G54150	0	0	0	777
AT1G60500	0	0	1	2383
AT3G20540	2653	1804	4582	5385
AT1G60505	631	467	821	2544
AT3G21490	0	1	2	605
AT2G37080	1884	1672	3847	3801
AT5G03750	0	0	0	702
AT4G18090	0	0	0	837
AT5G19620	3759	2972	6288	4643
AT3G04760	6700	4733	11215	2304
AT1G19115	0	0	0	1110
AT1G19110	3298	3577	5329	3783
AT5G11880	7571	6186	13345	2461
AT5G15500	46	58	37	1790
AT5G04190	628	771	962	1590
AT4G15340	0	0	1	6110
AT5G28150	850	669	1518	1544
AT4G35090	123381	100744	193206	2730
AT3G25490	24	15	47	1761
AT5G43730	356	249	488	2751
AT2G20120	1700	2309	3468	2123
AT2G15500	1	2	0	1045
AT5G41380	6	2	3	2455
AT5G49150	63	23	67	4145
AT1G61670	1419	1563	2441	2398
AT5G49152	0	1	8	498
AT2G18900	1559	629	2389	4233
AT3G16070	14	12	22	453
AT4G10640	0	3	10	2529
AT4G11110	3140	3070	5089	5621
AT1G21870	1	0	1	1490
AT3G22560	2	1	7	677
AT2G20690	6481	3078	10403	1670
AT2G01100	1783	2421	3903	1854
AT5G26930	0	0	0	735
AT4G00210	1	2	4	1203
AT5G07500	5	0	3	1037
AT1G74450	872	1488	2469	1772
AT1G14540	10	48	18	1639
AT1G14549	0	0	0	114
AT1G79970	1948	1987	3414	1817
AT1G33440	319	171	707	3019
AT1G13010	0	0	0	73
AT2G23760	3083	3646	6102	5115
AT5G08670	23291	18765	41542	3060
AT4G16690	811	666	1184	1383
AT4G16695	426	412	716	1329
AT2G27470	701	550	1339	1431
AT1G22990	0	3	0	1038
AT5G14360	28	139	103	746
AT1G47330	1086	1189	1960	2826
AT3G49980	4	2	0	1149
AT5G02830	7176	3635	10221	4188
AT3G51850	4378	4679	7959	3423
AT1G80420	1124	2231	2261	2497
AT4G26110	7200	5513	13520	3285
AT5G46810	0	0	0	2213
AT2G29679	0	0	0	123
AT5G64870	29	55	103	1847
AT4G17870	1832	2424	3223	841
AT5G42120	7	8	13	2076
AT1G67148	0	0	1	664
AT1G32710	2	0	0	594
AT1G32713	0	0	0	113
AT5G40410	44	28	79	1853
AT5G02385	0	0	0	73
AT1G80390	0	0	0	923
AT1G23110	3	0	3	1617
AT3G46180	454	290	674	2469
AT3G15750	316	184	419	1399
AT3G27230	2345	1623	3620	1767
AT3G47850	905	1156	1970	1942
AT1G51290	0	0	0	1134
AT1G17220	51979	44206	88199	5388
AT5G05640	21	14	9	1247
AT3G20950	0	0	0	2070
AT1G12050	3169	3512	5467	3456
AT1G16570	654	653	1143	3024
AT2G06990	2413	2064	4149	6139
AT3G46450	1621	1818	3015	2702
AT4G17250	730	1754	1876	2367
AT5G07640	62	33	96	1431
AT4G21460	1398	1195	2282	2223
AT5G65020	2463	2798	5470	1912
AT5G44430	136	144	22	563
AT3G47580	975	849	1316	3412
AT1G50650	0	2	0	525
