pair	j1	j2	class	g1r1alt	g1r1cons	g1r2alt	g1r2cons	g1r3alt	g1r3cons	g2r1alt	g2r1cons	g2r2alt	g2r2cons	g2r3alt	g2r3cons	Locus1	Locus2
AT3G27560-AT5G40540	2-3	2-3	+IR	1	83	1	108	4	148	0	11	0	10	0	27	CDS	CDS
AT3G27560-AT5G40540	3-4	3-4	+IR	0	76	0	67	0	103	1	17	1	18	3	20	CDS	CDS
AT3G27560-AT5G40540	5-6	5-6	+IR	2	72	4	105	13	147	0	15	0	16	0	19	CDS	CDS
AT3G43220-AT5G20840	2-3	2-3	-ALTD	2	247	1	254	1	427	0	242	0	310	0	479	CDS	CDS
AT3G43220-AT5G20840	3-4	3-4	+ALTD	0	173	0	210	0	316	4	231	2	234	3	267	CDS	CDS
AT3G43220-AT5G20840	3-4	3-4	+ALTA	0	173	0	210	0	316	5	230	2	234	7	263	CDS	CDS
AT3G43220-AT5G20840	3-4	3-4	+CREX	0	173	0	210	0	316	2	233	1	235	1	269	CDS	CDS
AT3G43220-AT5G20840	3-4	3-4	+IR	21	152	24	186	34	282	0	235	0	236	0	270	CDS	CDS
AT3G43220-AT5G20840	4-5	4-5	+ALTA	16	183	20	137	28	229	0	224	0	239	0	342	CDS	CDS
AT3G43220-AT5G20840	4-5	4-5	+IR	8	191	6	151	12	245	2	222	2	237	2	340	CDS	CDS
AT3G43220-AT5G20840	5-6	5-6	+IR	0	208	0	174	0	258	5	270	1	281	1	456	CDS	CDS
AT3G43220-AT5G20840	6-7	6-7	-ALTD	0	195	0	159	0	250	8	210	8	230	7	335	CDS	CDS
AT3G43220-AT5G20840	7-8	7-8	+IR	12	159	16	192	19	262	0	232	0	222	0	314	CDS	CDS
AT3G43220-AT5G20840	8-9	8-9	+IR	18	216	9	208	26	313	0	202	0	207	0	267	CDS	CDS
AT3G43220-AT5G20840	8-9	8-9	+ALTA	9	225	4	213	2	337	0	202	0	207	0	267	CDS	CDS
AT3G43220-AT5G20840	8-9	8-9	-ALTA	3	231	2	215	1	338	4	198	1	206	1	266	CDS	CDS
AT3G43220-AT5G20840	9-10	9-10	+IR	2	169	4	202	7	337	10	234	3	209	7	333	CDS	CDS
AT3G43220-AT5G20840	10-11	10-11	+IR	5	208	2	189	7	285	0	213	0	230	0	330	CDS	CDS
AT3G43220-AT5G20840	13-14	13-14	+IR	0	240	0	231	0	288	6	318	2	270	1	405	CDS	CDS
AT2G23760-AT4G36870	1-2	1-2	+IR	6	220	3	250	13	398	1	155	7	209	4	290	CDS	CDS
AT2G23760-AT4G36870	2-3	2-3	+IR	53	261	40	311	77	544	5	214	10	290	4	374	CDS	CDS
AT2G23760-AT4G36870	3-4	3-4	+ALTA	0	326	0	369	0	586	1	250	1	293	3	425	CDS	CDS
AT2G23760-AT4G36870	3-4	3-4	+IR	20	306	18	351	35	551	20	231	40	254	63	365	CDS	CDS
AT4G26700-AT5G55400	1-2	1-2	+IR	9	451	15	532	24	895	0	29	0	27	0	62	CDS	CDS
AT4G26700-AT5G55400	2-3	2-3	+IR	1	531	7	486	10	801	0	84	0	73	0	132	CDS	CDS
AT4G26700-AT5G55400	3-4	3-4	+IR	99	429	123	364	117	565	0	59	0	48	0	140	CDS	CDS
AT4G26700-AT5G55400	3-4	3-4	-ALTA	1	527	9	478	11	671	0	59	0	48	0	140	CDS	CDS
AT4G26700-AT5G55400	4-5	4-5	+ALTD	2	433	4	407	4	660	0	56	0	63	0	122	CDS	CDS
AT4G26700-AT5G55400	7-8	7-8	+IR	10	443	13	452	27	730	0	96	0	75	0	128	CDS	CDS
AT4G26700-AT5G55400	8-9	8-9	+ALTD	3	717	1	708	4	1270	0	53	0	80	0	160	CDS	CDS
AT4G26700-AT5G55400	8-9	8-9	+ALTA	3	717	4	705	3	1271	0	53	0	80	0	160	CDS	CDS
AT4G26700-AT5G55400	8-9	8-9	+IR	28	692	7	702	57	1217	0	53	0	80	0	160	CDS	CDS
AT4G26700-AT5G55400	9-10	9-10	+IR	11	555	16	541	27	858	0	81	0	84	0	144	CDS	CDS
AT4G26700-AT5G55400	9-10	9-10	-ALTD	4	562	1	556	1	884	0	81	0	84	0	144	CDS	CDS
AT4G26700-AT5G55400	10-11	10-11	+IR	2	576	4	626	18	941	0	84	0	80	0	145	CDS	CDS
AT4G26700-AT5G55400	11-12	11-12	+IR	52	771	45	884	78	1265	0	95	0	73	0	139	CDS	CDS
AT4G26700-AT5G55400	12-13	12-13	+ALTD	27	534	29	544	56	930	0	60	0	50	0	110	CDS	CDS
AT4G26700-AT5G55400	12-13	12-13	+IR	109	452	108	465	160	826	0	60	0	50	0	110	CDS	CDS
AT4G26700-AT5G55400	12-13	12-13	-ALTD;+ALTA	58	503	44	529	81	905	0	60	0	50	0	110	CDS	CDS
AT4G26700-AT5G55400	13-14	13-14	+IR	44	653	24	717	83	955	0	68	0	48	0	97	CDS	CDS
AT1G14510-AT2G02470	3-4	3-4	+IR	2	290	9	254	10	430	2	173	9	185	18	241	CDS	CDS
AT1G14510-AT2G02470	4-5	4-5	-ALTA	0	302	0	314	0	485	60	113	79	103	141	198	CDS	CDS
AT1G14510-AT2G02470	4-5	4-5	+IR	11	291	16	298	20	465	47	126	28	154	47	292	CDS	CDS
AT1G02810-AT4G02330	1-2	1-2	+IR	0	1	0	1	0	4	12	144	16	150	19	132	CDS	CDS
AT2G45800-AT3G61230	1-2	1-2	+IR	4	13	14	16	2	24	0	0	0	0	0	3	CDS	CDS
AT3G05420-AT5G27630	2-3	2-3	+IR	1	164	1	167	2	282	0	3	0	4	0	2	CDS	CDS
AT3G05420-AT5G27630	7-8	7-8	-ALTA	1	231	1	187	1	352	0	1	0	4	0	4	CDS	CDS
AT3G05420-AT5G27630	14-15	14-15	+IR	4	330	6	285	4	531	0	5	0	3	0	8	CDS	CDS
AT3G05420-AT5G27630	15-16	15-16	+IR	5	371	5	333	12	588	5	4	4	7	7	8	CDS	CDS
AT3G05420-AT5G27630	16-17	16-17	+IR	3	213	1	226	2	437	0	5	0	1	0	5	CDS	CDS
AT3G05420-AT5G27630	17-18	17-18	+IR	4	177	4	169	4	368	0	11	0	1	0	3	CDS	CDS
AT2G37280-AT3G53480	6-7	6-7	+IR	0	0	0	6	0	1	2	0	1	0	7	0	CDS	CDS
AT2G37280-AT3G53480	7-8	7-8	+IR	0	0	0	3	0	4	1	0	5	0	7	0	CDS	CDS
AT2G37280-AT3G53480	8-9	8-9	+IR	0	0	0	1	0	1	3	0	6	0	7	0	CDS	CDS
AT2G37280-AT3G53480	9-10	9-10	+IR	0	0	0	3	0	2	5	0	4	0	7	0	CDS	CDS
AT2G37280-AT3G53480	10-11	10-11	+IR	0	0	0	3	0	3	15	0	7	0	6	0	CDS	CDS
AT2G37280-AT3G53480	11-12	11-12	+IR	0	0	0	0	0	0	19	0	4	0	8	0	CDS	CDS
AT2G37280-AT3G53480	12-13	12-13	+IR	0	1	0	1	0	0	13	1	4	0	8	0	CDS	CDS
AT2G37280-AT3G53480	15-16	15-16	+IR	0	0	0	0	0	0	8	0	5	0	10	0	CDS	CDS
AT2G37280-AT3G53480	16-17	16-17	+IR	0	0	0	0	0	0	6	0	5	0	11	0	CDS	CDS
AT2G37280-AT3G53480	17-18	17-18	+IR	0	0	0	1	0	3	6	0	6	0	5	0	CDS	CDS
AT1G17920-AT1G73360	6-7	6-7	+IR	2	17	2	10	2	21	0	11	0	11	0	25	CDS	CDS
AT1G50410-AT3G20010	6-7	5-6	+IR	3	67	2	78	12	122	24	31	10	18	24	40	CDS	CDS
AT1G50410-AT3G20010	7-8	6-7	+IR	0	95	0	82	0	115	9	33	4	22	12	48	CDS	CDS
AT1G50410-AT3G20010	9-10	8-9	+IR	83	36	52	49	97	74	12	47	7	40	10	68	CDS	CDS
AT3G48070-AT5G62910	1-2	2-3	+IR	11	320	3	360	19	508	0	101	0	153	0	264	CDS	CDS
AT3G48070-AT5G62910	2-3	3-4	+IR	6	279	3	363	8	551	15	133	8	204	8	299	CDS	CDS
AT2G21230-AT4G38900	2-3	2-3	+IR	2	131	1	150	1	247	0	183	0	224	0	312	CDS	CDS
AT2G21230-AT4G38900	2-3	2-3	-ALTA	0	133	0	151	0	248	183	0	223	1	310	2	CDS	CDS
AT2G21230-AT4G38900	3-4	3-4	+ALTA	0	138	0	169	0	236	1	146	1	221	2	304	CDS	CDS
AT2G47650-AT3G62830	1-2	1-2	-ALTA	2	130	2	170	3	305	0	161	0	143	0	266	CDS	CDS
AT2G47650-AT3G62830	1-2	1-2	+IR	19	113	13	159	24	284	1	160	4	139	16	250	CDS	CDS
AT2G47650-AT3G62830	2-3	2-3	+IR	145	136	90	199	200	270	11	233	5	229	15	388	CDS	CDS
AT2G47650-AT3G62830	4-5	4-5	+IR	0	324	0	352	0	599	7	244	3	233	2	430	CDS	CDS
AT2G47650-AT3G62830	5-6	5-6	+IR	65	296	73	324	144	482	5	265	8	272	10	477	CDS	CDS
AT2G47650-AT3G62830	6-7	6-7	+IR	0	279	0	315	0	496	1	251	2	233	8	405	CDS	CDS
AT2G47650-AT3G62830	6-7	6-7	-ALTA	278	1	315	0	494	2	0	252	0	235	0	413	CDS	CDS
AT4G04210-AT4G22150	1-2	1-2	+IR	2	723	2	601	2	1335	3	259	14	272	37	464	CDS	CDS
AT4G04210-AT4G22150	2-3	2-3	+IR	16	734	3	522	22	1126	1	170	2	182	1	274	CDS	CDS
AT4G04210-AT4G22150	3-4	3-4	+IR	15	566	5	441	14	917	12	130	16	116	12	220	CDS	CDS
AT1G30910-AT5G44720	1-2	1-2	+ALTD	0	295	0	299	0	592	4	754	1	736	8	1523	CDS	CDS
AT1G30910-AT5G44720	1-2	1-2	+IR	14	281	13	286	6	586	33	725	19	718	45	1486	CDS	CDS
AT1G30910-AT5G44720	2-3	2-3	+IR	0	251	0	242	0	426	4	818	6	722	16	1364	CDS	CDS
AT2G23980-AT4G30560	3-4	3-4	+IR	2	107	4	111	4	130	0	14	0	28	0	39	CDS	CDS
AT2G23980-AT4G30560	4-5	4-5	+IR	36	106	35	101	41	146	0	10	0	20	0	23	CDS	CDS
AT2G23980-AT4G30560	7-8	6-7	+IR	6	114	8	132	10	201	0	18	0	32	0	37	CDS	CDS
AT1G22880-AT1G71380	1-2	1-2	+IR	70	0	84	0	129	0	0	0	0	1	0	0	CDS	CDS
AT1G22880-AT1G71380	2-3	2-3	+IR	73	12	65	0	126	2	0	0	0	1	0	0	CDS	CDS
AT1G22880-AT1G71380	3-4	3-4	+IR	77	0	64	0	150	0	0	0	0	1	0	1	CDS	CDS
AT1G22880-AT1G71380	4-5	4-5	+IR	145	0	78	0	170	0	0	2	0	0	0	0	CDS	CDS
AT2G43790-AT3G59790	1-2	1-2	+IR	8	280	12	282	15	389	0	4	0	5	0	30	CDS	CDS
AT2G43790-AT3G59790	4-5	4-5	+IR	4	273	2	347	5	493	0	9	0	1	0	9	CDS	CDS
AT1G14020-AT2G03280	1-2	1-2	+IR	2	40	2	32	2	72	0	25	0	24	0	73	CDS	CDS
AT1G14020-AT2G03280	5-6	4-5	+IR	3	77	3	62	10	158	14	46	5	30	14	53	CDS	CDS
AT1G14020-AT2G03280	6-7	5-6	+IR	0	104	0	77	0	178	5	54	5	54	5	77	CDS	CDS
AT1G14020-AT2G03280	7-8	6-7	+IR	6	104	9	80	20	126	19	21	15	41	22	56	CDS	CDS
AT5G11060-AT5G25220	1-2	1-2	+IR	11	331	3	370	5	658	1	257	1	171	4	383	CDS	CDS
AT5G11060-AT5G25220	2-3	2-3	+IR	0	457	0	567	0	875	6	304	4	239	5	522	CDS	CDS
AT5G11060-AT5G25220	3-4	3-4	+ALTA	0	753	0	837	0	1444	1	463	1	493	2	1097	CDS	CDS
AT5G11060-AT5G25220	3-4	3-4	+IR	34	719	30	807	21	1423	13	451	18	476	33	1066	CDS	CDS
AT5G11060-AT5G25220	4-5	4-5	+ALTD	1	569	2	677	2	1123	0	433	0	454	0	885	CDS	CDS
AT5G11060-AT5G25220	4-5	4-5	+IR	18	552	31	648	37	1088	7	426	5	449	10	875	CDS	CDS
AT3G48860-AT5G23700	16-17	15-16	+IR	4	143	2	207	1	335	0	1	0	4	0	0	CDS	CDS
AT2G24300-AT4G31000	1-2	1-2	+IR	4	0	1	3	1	7	2	58	14	34	10	86	CDS	CDS
AT2G24300-AT4G31000	4-5	4-5	+IR	0	22	0	8	0	18	105	5	101	2	178	7	CDS	CDS
AT2G24300-AT4G31000	4-5	4-5	-ALTD	0	22	0	8	0	18	5	105	2	101	4	181	CDS	CDS
AT3G07310-AT5G48590	1-2	1-2	-ALTA	3	930	4	1502	2	1738	0	623	0	499	0	1014	CDS	CDS
AT3G07310-AT5G48590	1-2	1-2	+ALTD	9	924	2	1504	7	1733	0	623	0	499	0	1014	CDS	CDS
AT3G07310-AT5G48590	1-2	1-2	+IR	95	838	114	1392	246	1494	62	561	64	435	127	887	CDS	CDS
AT3G50700-AT5G66730	1-2	1-2	+IR	10	74	6	113	6	138	0	189	0	213	0	364	CDS	CDS
AT3G50700-AT5G66730	2-3	2-3	+ALTD	0	68	0	116	0	110	1	165	4	131	2	302	CDS	CDS
AT3G50700-AT5G66730	2-3	2-3	+IR	0	68	0	116	0	110	14	152	1	134	12	292	CDS	CDS
AT3G50700-AT5G66730	3-4	3-4	+IR	16	103	13	102	12	116	49	254	26	196	56	408	CDS	CDS
AT2G44090-AT3G59910	1-2	2-3	+IR	162	254	140	192	244	429	2	199	3	125	5	317	CDS	CDS
AT2G44090-AT3G59910	2-3	3-4	+IR	3	331	2	239	4	480	0	413	0	277	0	661	CDS	CDS
AT3G27190-AT5G40870	1-2	1-2	+IR	5	18	1	9	5	19	0	107	0	152	0	215	CDS	CDS
AT3G27190-AT5G40870	4-5	4-5	+IR	4	31	5	11	2	25	2	103	5	142	2	177	CDS	CDS
AT3G27190-AT5G40870	5-6	5-6	+IR	1	30	1	17	1	35	0	175	0	203	0	345	CDS	CDS
AT3G27190-AT5G40870	6-7	6-7	+IR	0	46	0	26	0	46	11	234	15	305	18	478	CDS	CDS
AT3G27190-AT5G40870	8-9	8-9	+IR	0	24	0	13	0	19	2	145	1	151	2	193	CDS	CDS
AT3G27190-AT5G40870	8-9	8-9	+ALTA	0	24	0	13	0	19	7	140	1	151	2	193	CDS	CDS
AT3G27190-AT5G40870	10-11	10-11	+ALTD	0	45	0	26	0	36	7	182	14	215	12	303	CDS	CDS
AT3G27190-AT5G40870	10-11	10-11	+IR	2	43	1	25	2	34	28	161	38	191	45	270	CDS	CDS
AT3G27190-AT5G40870	11-12	11-12	+IR	0	35	0	30	0	41	4	179	4	176	6	278	CDS	CDS
AT3G27190-AT5G40870	12-13	12-13	+IR	0	67	0	29	0	47	13	211	4	210	7	369	CDS	CDS
AT3G27190-AT5G40870	13-14	13-14	+IR	0	22	0	20	0	34	2	121	4	172	8	208	CDS	CDS
AT3G05280-AT5G27490	3-4	3-4	+IR	2	257	1	307	1	532	0	59	0	26	0	80	CDS	CDS
AT3G05280-AT5G27490	4-5	4-5	+IR	0	256	0	240	0	431	1	53	1	36	2	89	CDS	CDS
AT3G05280-AT5G27490	4-5	4-5	-ALTA	0	256	0	240	0	431	2	52	2	35	4	87	CDS	CDS
AT3G05280-AT5G27490	5-6	5-6	+IR	0	185	0	141	0	275	3	34	3	37	6	67	CDS	CDS
AT2G40900-AT3G56620	4-5	4-5	+IR	0	50	0	20	0	87	13	15	6	26	7	52	CDS	CDS
AT1G49600-AT3G19130	4-5	4-5	+IR	1	457	7	277	19	822	2	234	6	149	18	303	CDS	CDS
AT1G49600-AT3G19130	5-6	5-6	+ALTD	31	529	31	349	66	941	0	265	0	154	0	395	CDS	CDS
AT1G49600-AT3G19130	5-6	5-6	+IR	54	506	68	312	95	912	17	248	13	141	37	358	CDS	CDS
AT2G20630-AT4G28400	2-3	2-3	-ALTD	1	1301	1	1482	1	2440	0	290	0	460	0	476	CDS	CDS
AT2G20630-AT4G28400	2-3	2-3	-ALTA	3	1299	3	1480	9	2432	0	290	0	460	0	476	CDS	CDS
AT2G20630-AT4G28400	2-3	2-3	+IR	5	1297	1	1482	4	2437	1	289	1	459	1	475	CDS	CDS
AT2G20630-AT4G28400	3-4	3-4	+IR	0	741	0	755	0	1222	6	204	9	334	31	370	CDS	CDS
AT2G20630-AT4G28400	4-5	4-5	+IR	0	949	0	969	0	1587	12	213	22	329	45	406	CDS	CDS
AT1G20950-AT1G76550	1-2	1-2	+IR	6	195	2	187	2	444	0	114	0	198	0	281	CDS	CDS
AT1G20950-AT1G76550	6-7	6-7	+IR	2	214	1	178	3	374	0	92	0	122	0	202	CDS	CDS
AT1G20950-AT1G76550	14-15	14-15	+IR	1	347	3	262	6	607	0	79	0	131	0	157	CDS	CDS
AT1G20950-AT1G76550	16-17	16-17	+IR	4	288	4	204	8	417	5	71	9	82	11	126	CDS	CDS
AT3G07110-AT5G48760	1-2	1-2	+IR	46	2288	22	1180	88	3898	47	652	25	385	114	1021	CDS	CDS
AT3G07110-AT5G48760	2-3	2-3	+IR	8	1847	3	851	16	2935	7	666	6	449	39	1111	CDS	CDS
AT3G07110-AT5G48760	3-4	3-4	-ALTA	1731	19	915	15	3074	44	0	707	0	550	0	1463	CDS	CDS
AT3G07110-AT5G48760	3-4	3-4	+IR	19	1731	15	915	44	3074	67	640	38	512	153	1310	CDS	CDS
AT1G04480-AT2G33370	2-3	2-3	+IR	180	2055	70	1298	216	3604	1	1683	2	1014	8	2860	CDS	CDS
AT1G23460-AT1G70500	1-2	1-2	+IR	3	99	7	103	9	207	0	1	0	2	0	7	CDS	CDS
AT1G23460-AT1G70500	7-8	7-8	+IR	1	48	3	46	1	81	0	7	0	3	0	12	CDS	CDS
AT1G21980-AT1G77740	6-7	7-8	+IR	0	70	0	56	0	76	7	293	3	194	12	464	CDS	CDS
AT1G21980-AT1G77740	7-8	8-9	+IR	13	82	11	93	4	111	50	331	13	212	62	512	CDS	CDS
AT2G16700-AT4G34970	2-3	2-3	+IR	8	144	8	186	10	245	0	4	0	12	0	8	CDS	CDS
AT1G25450-AT1G68530	1-2	1-2	+IR	8	66	8	83	1	192	450	2378	212	2870	520	3866	CDS	CDS
AT2G20750-AT4G28250	2-3	2-3	+IR	44	221	47	153	111	408	10	184	8	145	12	361	CDS	CDS
AT2G20750-AT4G28250	3-4	3-4	+IR	56	223	39	178	79	414	21	186	4	126	24	307	CDS	CDS
AT2G46180-AT3G61570	2-3	2-3	-ALTA	3	68	1	97	3	81	0	26	0	35	0	30	CDS	CDS
AT2G46180-AT3G61570	14-15	14-15	+IR	0	69	0	82	0	156	5	67	15	85	30	100	CDS	CDS
AT1G50370-AT3G19980	1-2	1-2	+IR	21	324	5	235	8	461	0	207	0	199	0	331	CDS	CDS
AT1G50370-AT3G19980	2-3	2-3	+IR	0	242	0	248	0	374	4	118	3	87	4	174	CDS	CDS
AT1G50370-AT3G19980	3-4	3-4	+ALTD	0	356	0	288	0	559	2	199	3	190	1	353	CDS	CDS
AT1G50370-AT3G19980	4-5	4-5	+ALTD	0	301	0	250	0	530	16	258	11	191	26	355	CDS	CDS
AT1G50370-AT3G19980	4-5	4-5	+ALTA	0	301	0	250	0	530	8	266	5	197	17	364	CDS	CDS
AT1G50370-AT3G19980	4-5	4-5	+CREX	0	301	0	250	0	530	1	273	1	201	2	379	CDS	CDS
AT1G50370-AT3G19980	4-5	4-5	+IR	0	301	0	250	0	530	27	247	10	192	15	366	CDS	CDS
AT1G50370-AT3G19980	6-7	6-7	+IR	2	294	3	273	2	541	7	181	1	147	8	260	CDS	CDS
AT1G50370-AT3G19980	8-9	8-9	+IR	19	303	10	225	22	444	0	149	0	168	0	336	CDS	CDS
AT1G50370-AT3G19980	9-10	9-10	+IR	30	336	34	256	69	547	15	235	12	181	32	366	CDS	CDS
AT3G04000-AT5G18210	1-2	1-2	+IR	0	58	0	65	0	90	11	56	6	43	10	88	CDS	CDS
AT3G24360-AT4G13360	2-3	2-3	+IR	0	5	0	2	0	15	2	247	3	277	7	429	CDS	CDS
AT3G24360-AT4G13360	2-3	2-3	-ALTD;+ALTA	0	5	0	2	0	15	9	240	2	278	4	432	CDS	CDS
AT3G24360-AT4G13360	3-4	3-4	+IR	0	15	0	6	0	11	24	320	6	330	16	511	CDS	CDS
AT3G24360-AT4G13360	7-8	7-8	+IR	1	10	1	8	6	20	1	313	2	280	1	467	CDS	CDS
AT1G63430-AT5G41180	5-6	5-6	+IR	1	125	1	90	2	159	0	15	0	18	0	26	CDS	CDS
AT1G63430-AT5G41180	8-9	8-9	-ALTD	14	175	1	125	2	232	0	22	0	22	0	55	CDS	CDS
AT1G63430-AT5G41180	9-10	9-10	+IR	9	136	4	188	12	397	0	26	0	15	0	33	CDS	CDS
AT1G63430-AT5G41180	10-11	10-11	-ALTD	2	155	1	119	1	249	0	16	0	21	0	44	CDS	CDS
AT1G63430-AT5G41180	11-12	11-12	+IR	0	133	0	117	0	190	2	37	1	36	6	54	CDS	CDS
AT1G63430-AT5G41180	12-13	12-13	+IR	56	139	22	166	29	266	0	7	0	9	0	33	CDS	CDS
AT1G63430-AT5G41180	12-13	12-13	+ALTA	1	194	1	187	3	292	0	7	0	9	0	33	CDS	CDS
AT1G63430-AT5G41180	12-13	12-13	-ALTA	138	57	165	23	263	32	0	7	0	9	0	33	CDS	CDS
AT1G13320-AT1G25490	2-3	2-3	+IR	5	290	5	305	4	551	0	595	0	692	0	1193	CDS	CDS
AT1G13320-AT1G25490	5-6	5-6	+ALTA	0	348	0	281	0	523	3	438	1	506	2	927	CDS	CDS
AT1G13320-AT1G25490	5-6	5-6	+IR	2	346	1	280	5	518	5	436	2	505	6	923	CDS	CDS
AT1G13320-AT1G25490	7-8	7-8	-ALTD	2	266	1	233	9	416	0	420	0	418	0	684	CDS	CDS
AT1G13320-AT1G25490	8-9	8-9	+IR	6	362	1	367	9	587	0	385	0	366	0	543	CDS	CDS
AT1G13320-AT1G25490	9-10	9-10	+IR	11	180	1	184	1	323	0	423	0	353	0	574	CDS	CDS
AT1G13320-AT1G25490	10-11	10-11	+IR	0	230	0	232	0	414	9	460	3	397	4	669	CDS	CDS
AT1G13320-AT1G25490	11-12	11-12	+IR	0	268	0	242	0	573	11	459	1	481	15	828	CDS	CDS
AT1G13320-AT1G25490	12-13	12-13	+IR	0	271	0	240	0	562	14	479	5	431	23	813	CDS	CDS
AT1G13320-AT1G25490	12-13	12-13	+ALTD	1	270	1	239	1	561	0	493	0	436	0	836	CDS	CDS
AT5G09760-AT5G64640	1-2	1-2	+IR	9	171	5	145	15	288	14	45	10	32	16	86	CDS	CDS
AT2G21270-AT4G38930	6-7	6-7	+IR	0	379	0	382	0	639	3	206	1	187	3	385	CDS	CDS
AT2G21270-AT4G38930	8-9	8-9	+IR	0	247	0	253	0	429	3	145	5	167	6	271	CDS	CDS
AT2G21270-AT4G38930	8-9	8-9	-ALTD	0	247	0	253	0	429	91	57	89	83	154	123	CDS	CDS
AT3G46060-AT5G59840	2-3	2-3	+IR	0	548	0	585	0	1151	15	285	4	270	20	482	CDS	CDS
AT3G46060-AT5G59840	3-4	3-4	+IR	1	637	5	612	4	1108	0	203	0	246	0	480	CDS	CDS
AT3G46060-AT5G59840	4-5	4-5	+IR	6	654	3	634	11	1123	2	311	4	286	12	468	CDS	CDS
AT3G46060-AT5G59840	5-6	5-6	+IR	11	574	12	497	19	883	79	220	89	197	114	329	CDS	CDS
AT3G46060-AT5G59840	6-7	6-7	+ALTD	0	757	0	662	0	1166	1	263	1	293	3	436	CDS	CDS
AT3G46060-AT5G59840	6-7	6-7	+IR	2	755	1	661	13	1153	1	263	6	288	11	428	CDS	CDS
AT3G46060-AT5G59840	7-8	7-8	+IR	0	905	0	783	0	1400	7	302	4	282	16	495	CDS	CDS
AT3G46060-AT5G59840	8-9	8-9	+IR	1	733	1	709	8	1202	7	239	6	217	19	364	CDS	CDS
AT1G49160-AT3G18750	7-8	7-8	+IR	4	30	2	20	4	21	0	119	0	109	0	209	CDS	CDS
AT2G18730-AT4G30340	2-3	2-3	-ALTA	3	234	1	297	1	501	0	149	0	137	0	268	CDS	CDS
AT2G18730-AT4G30340	11-12	8-9	+IR	8	216	1	233	6	398	4	174	2	170	3	275	CDS	CDS
AT4G26270-AT5G56630	1-2	1-2	+IR	0	24	0	32	0	52	3	172	4	137	4	216	CDS	CDS
AT4G26270-AT5G56630	10-11	8-9	+IR	0	14	0	14	0	34	2	122	1	141	1	233	CDS	CDS
AT1G10850-AT1G60630	1-2	1-2	+IR	1	39	1	44	4	76	2	7	1	10	1	22	CDS	CDS
AT3G01050-AT5G15460	2-3	2-3	+IR	19	98	14	131	35	242	15	96	5	83	13	172	CDS	CDS
AT3G01050-AT5G15460	3-4	3-4	+IR	13	79	5	73	11	100	0	81	0	75	0	141	CDS	CDS
AT3G01050-AT5G15460	3-4	3-4	+ALTA	6	86	2	76	15	96	0	81	0	75	0	141	CDS	CDS
AT1G10570-AT1G60220	8-9	8-9	-ALTA	11	114	9	115	27	275	0	152	0	95	0	178	CDS	CDS
AT1G10570-AT1G60220	9-10	9-10	+IR	1	108	2	113	2	242	0	152	0	90	0	159	CDS	CDS
AT1G10570-AT1G60220	10-11	10-11	+IR	8	145	7	117	7	210	3	109	5	104	7	145	CDS	CDS
AT4G26550-AT5G56020	1-2	1-2	+IR	0	63	0	61	0	128	5	56	6	63	16	93	CDS	CDS
AT4G26550-AT5G56020	2-3	2-3	+IR	8	39	3	44	6	84	0	63	0	89	0	101	CDS	CDS
AT4G26550-AT5G56020	3-4	3-4	+IR	3	48	5	41	13	71	0	54	0	86	0	108	CDS	CDS
AT1G20980-AT1G76580	1-2	3-4	+IR	0	210	0	259	0	368	4	24	3	39	1	67	CDS	CDS
AT1G20980-AT1G76580	1-2	3-4	+ALTA	0	210	0	259	0	368	15	13	21	21	33	35	CDS	CDS
AT1G20980-AT1G76580	9-10	11-12	+IR	1	227	1	263	1	406	0	62	0	41	0	58	CDS	CDS
AT2G36390-AT5G03650	3-4	3-4	+ALTD	5	163	1	122	4	269	0	953	0	917	0	1561	CDS	CDS
AT2G36390-AT5G03650	3-4	3-4	+IR	8	160	6	117	17	256	4	949	2	915	2	1559	CDS	CDS
AT2G36390-AT5G03650	7-8	7-8	+IR	133	119	160	153	207	198	0	609	0	561	0	1033	CDS	CDS
AT2G36390-AT5G03650	8-9	8-9	+IR	0	224	0	261	0	360	6	596	7	578	8	1042	CDS	CDS
AT2G36390-AT5G03650	9-10	9-10	+IR	1	215	3	236	5	312	0	655	0	585	0	996	CDS	CDS
AT2G36390-AT5G03650	10-11	10-11	+IR	5	258	2	254	4	401	0	629	0	601	0	1049	CDS	CDS
AT2G36390-AT5G03650	12-13	12-13	+IR	4	264	9	325	8	457	1	968	1	781	1	1381	CDS	CDS
AT2G36390-AT5G03650	13-14	13-14	+IR	2	205	14	204	13	345	0	746	0	774	0	1325	CDS	CDS
AT2G36390-AT5G03650	14-15	14-15	+IR	3	333	7	438	10	646	0	809	0	689	0	1262	CDS	CDS
AT2G36390-AT5G03650	14-15	14-15	-ALTA	9	327	3	442	1	655	0	809	0	689	0	1262	CDS	CDS
AT2G36390-AT5G03650	15-16	15-16	-ALTA	6	342	8	487	10	768	0	939	0	883	0	1518	CDS	CDS
AT3G09350-AT3G53800	3-4	3-4	+IR	0	59	0	41	0	111	89	354	189	530	183	667	CDS	CDS
AT3G09350-AT3G53800	4-5	4-5	+IR	0	87	0	57	0	141	11	418	13	520	40	548	CDS	CDS
AT3G09350-AT3G53800	5-6	5-6	+ALTD	0	103	0	67	0	124	7	567	6	888	6	1088	CDS	CDS
AT3G09350-AT3G53800	5-6	5-6	-ALTA	0	103	0	67	0	124	9	565	2	892	6	1088	CDS	CDS
