gene_name	species	junct	class	A_alt	A_nrm	B_alt	B_nrm	C_alt	C_nrm	unique_code
AT2G42280	AT	5-6	IR	9	115	7	123	19	253	na:na:+:IR
AT4G20350	AT	1	CRIN	26	70	14	94	20	142	10988185:10988388:-:CRIN
AT4G20350	AT	1-2	ALTD	8	10	5	8	10	17	10988185:10988486:-:ALTD
AT4G20350	AT	1-2	ALTD	2	16	2	11	1	26	10988412:10988486:-:ALTD
AT4G20350	AT	4-5	IR	2	24	5	14	7	28	na:na:+:IR
AT5G51690	AT	1-2	ALTA	3	71	1	85	3	125	21000503:21000523:-:ALTA
AT5G51690	AT	1-2	IR	8	66	12	74	12	116	na:na:+:IR
AT1G22070	AT	1-2	ALTD	1	264	1	314	5	419	7789657:7789753:+:ALTD
AT1G22070	AT	1-2	IR	32	233	32	283	36	388	na:na:+:IR
AT1G22070	AT	2-3	IR	7	173	5	179	8	284	na:na:+:IR
AT1G22070	AT	3-4	ALTA	6	188	12	211	18	288	7790446:7790497:+:ALTA
AT1G22070	AT	3-4	IR	3	191	5	218	8	298	na:na:+:IR
AT1G22070	AT	8-9	IR	24	194	8	224	22	342	na:na:+:IR
AT3G07370	AT	3-4	IR	2	113	9	174	13	250	na:na:+:IR
AT3G07370	AT	5-6	IR	6	195	15	300	25	459	na:na:+:IR
AT3G07370	AT	6-7	IR	6	170	5	187	11	295	na:na:+:IR
AT3G07370	AT	7-8	IR	7	157	2	138	4	206	na:na:+:IR
AT4G07390	AT	2-3	IR	7	186	2	197	6	317	na:na:+:IR
AT4G07390	AT	3-4	IR	8	175	7	158	4	269	na:na:+:IR
AT4G07390	AT	4-5	IR	3	272	5	252	9	368	na:na:+:IR
AT4G07390	AT	7-8	IR	15	207	20	209	38	350	na:na:+:IR
AT5G47570	AT	1-2	IR	4	1072	1	949	3	1903	na:na:+:IR
AT5G47570	AT	3-4	ALTD	3	942	1	786	3	1537	19294185:19294193:-:ALTD
AT5G47570	AT	3-4	IR	61	884	46	741	76	1464	na:na:+:IR
AT5G56420	AT	1-2	IR	2	65	3	54	5	105	na:na:+:IR
AT5G56420	AT	2-3	IR	1	22	1	30	1	45	na:na:+:IR
AT5G43403	AT	1-2	ALTA	3	121	6	123	7	176	17430872:17431095:-:ALTA
AT5G43403	AT	1-2	ALTA	4	120	4	125	4	179	17431040:17431095:-:ALTA
AT5G43403	AT	1-2	IR	115	9	117	12	159	24	na:na:+:IR
AT5G43403	AT	2	CRIN	7	215	8	248	10	341	17430872:17431001:-:CRIN
AT5G39830	AT	1-2	IR	13	446	5	433	11	919	na:na:+:IR
AT5G39830	AT	10-11	IR	1	828	2	633	6	1260	na:na:+:IR
AT5G39830	AT	11-12	IR	6	832	2	674	9	1366	na:na:+:IR
AT5G39830	AT	12-13	IR	16	1050	6	920	12	1871	na:na:+:IR
AT5G39830	AT	2-3	ALTD	58	486	47	380	87	757	15943412:15943422:-:ALTD
AT5G39830	AT	2-3	ALTD	3	541	1	426	4	840	15943423:15943637:+:ALTD
AT5G39830	AT	2-3	IR	16	528	4	423	13	831	na:na:+:IR
AT5G39830	AT	5-6	ALTA	4	879	4	865	1	1603	15944223:15944242:+:ALTA
AT5G39830	AT	6-7	ALTA	19	1004	7	907	14	1738	15944412:15944418:-:ALTA
AT5G39830	AT	6-7	IR	149	874	104	810	178	1574	na:na:+:IR
AT5G39830	AT	7-8	IR	3	937	6	841	24	1680	na:na:+:IR
AT5G39830	AT	9-10	ALTA	30	609	10	520	25	949	15945002:15945043:-:ALTA
AT5G39830	AT	9-10	IR	14	625	3	527	18	956	na:na:+:IR
AT2G44090	AT	1	CRIN	1	3828	8	3188	10	5946	18241076:18241238:-:CRIN
AT2G44090	AT	1	CRIN	24	3805	31	3165	61	5895	18241116:18241238:-:CRIN
AT2G44090	AT	1	CRIN	2	3827	1	3195	5	5951	18241116:18241280:-:CRIN
AT2G44090	AT	1-2	IR	162	254	140	192	244	429	na:na:+:IR
AT2G44090	AT	2-3	IR	3	331	2	239	4	480	na:na:+:IR
AT2G36740	AT	10-11	IR	9	78	12	63	16	116	na:na:+:IR
AT2G36740	AT	11-12	IR	24	66	28	82	41	138	na:na:+:IR
AT2G36740	AT	4-5	IR	1	64	1	76	2	110	na:na:+:IR
AT2G36740	AT	6-7	IR	3	70	1	72	1	130	na:na:+:IR
AT2G36740	AT	9-10	IR	1	105	1	74	1	120	na:na:+:IR
AT4G09060	AT	2-4	SKIP	4	44	1	29	7	77	2-4
AT1G77080	AT	1-2	IR	63	242	40	247	77	405	na:na:+:IR
AT1G77080	AT	1-3	ALTA	70	1999	83	1817	155	2997	28958456:28958601:+:ALTA
AT1G77080	AT	1-3	ALTA	2	2067	1	1899	4	3148	28958461:28958601:+:ALTA
AT1G77080	AT	2-3	ALTD	4	528	10	476	10	785	28958392:28958490:+:ALTD
AT1G77080	AT	2-3	ALTD	105	427	88	398	131	664	28958392:28958501:+:ALTD
AT1G77080	AT	2-3	IR	221	311	186	300	339	456	na:na:+:IR
AT1G77080	AT	3-4	ALTA	8	395	4	340	12	570	28958745:28958782:-:ALTA
AT1G77080	AT	3-4	IR	132	271	88	256	169	413	na:na:+:IR
AT1G77080	AT	4-5	ALTA	1	338	2	326	3	573	28958953:28958956:-:ALTA
AT1G77080	AT	4-5	IR	7	332	2	326	5	571	na:na:+:IR
AT1G77080	AT	5-6	IR	45	393	32	339	31	578	na:na:+:IR
AT1G77080	AT	6-7	ALTA	1	419	2	398	6	605	28959703:28959743:+:ALTA
AT1G77080	AT	6-7	ALTA	4	416	4	396	6	605	28959744:28959771:-:ALTA
AT1G77080	AT	6-7	IR	161	259	164	236	186	425	na:na:+:IR
AT1G77080	AT	1-3	SKIP	1	2068	3	1897	1	3151	1-3
AT3G02630	AT	2-3	IR	6	259	4	314	11	460	na:na:+:IR
AT3G02630	AT	3-4	IR	9	260	2	313	6	487	na:na:+:IR
AT3G08490	AT	1-2	IR	1	3	1	0	2	6	na:na:+:IR
AT4G19010	AT	1-2	IR	3	45	4	60	4	73	na:na:+:IR
AT1G01210	AT	1-2	IR	7	166	2	71	5	279	na:na:+:IR
AT2G03480	AT	6-7	ALTP	58	26	19	26	56	53	1053166:1053169:-:ALTD;1053271:1053313:+:ALTA
AT2G03480	AT	6-7	IR	26	58	26	19	52	57	na:na:+:IR
AT2G03480	AT	9-10	IR	12	35	4	18	5	76	na:na:+:IR
AT5G39785	AT	1-2	IR	4	43	2	26	11	46	na:na:+:IR
AT5G39785	AT	2-3	IR	5	52	1	53	5	109	na:na:+:IR
AT5G39785	AT	3-4	ALTP	18	1	40	1	61	6	15931880:15931885:-:ALTD;15931955:15931957:+:ALTA
AT5G39785	AT	3-4	IR	1	18	1	40	6	61	na:na:+:IR
AT4G32610	AT	1-2	IR	14	216	9	193	33	448	na:na:+:IR
AT4G36720	AT	1-2	IR	15	21	20	28	42	54	na:na:+:IR
AT4G36720	AT	2-3	IR	31	49	39	66	52	116	na:na:+:IR
AT4G36720	AT	4-5	IR	1	79	4	93	2	138	na:na:+:IR
AT4G36720	AT	7-8	IR	9	73	6	79	10	160	na:na:+:IR
AT4G36090	AT	4-5	IR	17	48	8	29	16	69	na:na:+:IR
AT4G36090	AT	5-6	IR	13	65	2	55	9	78	na:na:+:IR
AT5G67630	AT	1-2	IR	9	100	5	94	8	208	na:na:+:IR
AT1G12390	AT	1-2	IR	10	120	3	156	10	354	na:na:+:IR
AT1G12390	AT	2-3	IR	2	120	3	129	2	223	na:na:+:IR
AT1G26790	AT	1-2	IR	8	0	4	0	1	0	na:na:+:IR
AT2G01170	AT	1-2	ALTA	1	119	1	187	2	265	104294:104300:+:ALTA
AT2G01170	AT	1-2	IR	8	112	24	164	25	242	na:na:+:IR
AT2G01170	AT	3-4	IR	6	110	7	130	6	177	na:na:+:IR
AT2G01170	AT	7-8	IR	3	91	2	104	2	147	na:na:+:IR
AT2G03220	AT	1-2	IR	21	59	15	62	14	102	na:na:+:IR
AT3G09720	AT	10-11	ALTA	10	79	6	22	11	90	2981194:2981196:+:ALTA
AT5G05310	AT	1-2	IR	10	18	11	19	4	33	na:na:+:IR
AT5G05310	AT	10-11	IR	2	41	1	32	12	69	na:na:+:IR
AT5G05310	AT	12-13	IR	23	26	17	29	37	39	na:na:+:IR
AT5G05310	AT	13-14	IR	75	9	61	8	100	17	na:na:+:IR
AT5G05310	AT	3-4	ALTA	25	2	16	13	22	20	1571875:1571881:-:ALTA
AT5G05310	AT	4-5	IR	1	32	1	45	4	62	na:na:+:IR
AT5G05310	AT	5-6	ALTP	16	3	23	10	45	11	1572145:1572149:+:ALTD;1572221:1572225:-:ALTA
AT5G05310	AT	5-6	ALTP	2	17	8	25	6	50	1572145:1572149:+:ALTD;1572221:1572229:-:ALTA
AT5G05310	AT	9-10	ALTA	10	37	7	38	7	60	1573645:1573663:-:ALTA
AT5G05310	AT	11-13	SKIP	2	425	5	428	2	716	11-13
AT1G02860	AT	1-2	IR	3	120	3	143	2	111	na:na:+:IR
AT1G02860	AT	3-4	IR	7	69	25	71	11	88	na:na:+:IR
AT5G45940	AT	1-2	ALTP	7	145	3	137	4	178	18630293:18630307:-:ALTA;18630399:18630509:-:ALTD
AT5G45940	AT	1-2	IR	13	139	12	128	15	167	na:na:+:IR
AT5G45940	AT	2-3	IR	34	112	36	140	57	204	na:na:+:IR
AT5G45940	AT	3-4	ALTA	25	116	29	161	43	220	18629867:18629871:-:ALTA
AT5G45940	AT	3-4	IR	41	100	46	144	68	195	na:na:+:IR
AT1G10820	AT	1-2	IR	7	112	3	97	8	190	na:na:+:IR
AT1G10820	AT	2-3	ALTD	8	124	7	151	26	230	3604432:3604435:+:ALTD
AT1G10820	AT	2-3	IR	5	127	9	149	10	246	na:na:+:IR
AT1G10820	AT	3-4	IR	2	103	1	151	9	266	na:na:+:IR
AT1G10820	AT	4-5	ALTA	7	198	1	173	5	354	3602460:3602671:+:ALTA
AT1G10820	AT	4-5	CREX	2	203	2	172	2	357	3602606:3602671:+:CREX
AT1G10820	AT	4-5	ALTD	7	198	4	170	12	347	3602606:3602998:+:ALTD
AT1G10820	AT	4-5	IR	92	113	96	78	161	198	na:na:+:IR
AT1G10820	AT	5-6	IR	31	82	49	79	64	107	na:na:+:IR
AT1G10820	AT	6-7	ALTA	32	162	33	163	44	284	3601972:3601977:-:ALTA
AT1G10820	AT	6-7	ALTP	7	187	5	191	8	320	3601978:3601979:+:ALTA;3602168:3602169:-:ALTD
AT1G10820	AT	6-7	IR	2	192	2	194	1	327	na:na:+:IR
AT1G10820	AT	4-6	SKIP	10	1169	20	1202	18	2120	4-6
AT1G16250	AT	3-4	IR	51	9	86	22	84	28	na:na:+:IR
AT3G23870	AT	1-2	ALTD	25	21	4	7	25	21	8619468:8619826:+:ALTD
AT3G23870	AT	1-2	IR	21	25	6	5	21	25	na:na:+:IR
AT3G23870	AT	3-4	ALTA	3	11	1	6	6	20	8620695:8620699:-:ALTA
AT3G23870	AT	6-7	IR	1	26	3	16	2	28	na:na:+:IR
AT1G04970	AT	1-2	ALTA	24	270	18	205	27	296	1411877:1411914:+:ALTA
AT1G04970	AT	1-2	IR	135	159	91	132	142	181	na:na:+:IR
AT1G04970	AT	2-3	IR	6	158	5	199	4	285	na:na:+:IR
AT1G04970	AT	4-5	IR	9	201	2	187	5	301	na:na:+:IR
AT1G04970	AT	5-6	IR	17	187	13	158	32	266	na:na:+:IR
AT5G13390	AT	1-2	IR	12	97	10	71	12	163	na:na:+:IR
AT5G13390	AT	2-3	ALTA	14	109	14	77	12	155	4294831:4294845:+:ALTA
AT5G13390	AT	2-3	ALTA	22	101	26	65	53	114	4294837:4294845:+:ALTA
AT5G13390	AT	2-3	IR	29	94	12	79	17	150	na:na:+:IR
AT5G13390	AT	3-4	IR	1	152	2	146	11	333	na:na:+:IR
AT4G38040	AT	3-4	IR	6	191	3	246	6	353	na:na:+:IR
AT4G38040	AT	4-5	IR	22	127	5	154	20	283	na:na:+:IR
AT5G19130	AT	3-4	ALTA	1	71	2	80	6	150	6418247:6418251:-:ALTA
AT5G19130	AT	3-4	ALTP	12	60	12	70	25	131	6418247:6418251:-:ALTA;6418388:6418391:-:ALTD
AT5G19130	AT	3-4	ALTD	11	61	15	67	26	130	6418388:6418391:-:ALTD
AT5G19130	AT	5-6	IR	9	52	9	64	9	109	na:na:+:IR
AT4G39390	AT	1-2	ALTD	14	45	11	53	26	59	18315839:18315860:-:ALTD
AT4G39390	AT	1-2	IR	6	53	8	56	11	74	na:na:+:IR
AT4G39390	AT	5-6	IR	1	67	2	80	8	106	na:na:+:IR
AT1G51805	AT	1-2	IR	30	628	7	638	16	999	na:na:+:IR
AT1G51805	AT	10-11	IR	15	968	5	848	13	1185	na:na:+:IR
AT1G51805	AT	11-12	IR	27	1091	7	986	15	1400	na:na:+:IR
AT1G51805	AT	12-13	IR	22	948	8	885	7	1316	na:na:+:IR
AT1G51805	AT	2	CRIN	17	15219	1	14464	14	22709	19224958:19225042:-:CRIN
AT1G51805	AT	2-3	ALTA	2	604	1	543	2	791	19224177:19224184:-:ALTA
AT1G51805	AT	2-3	IR	21	585	7	537	2	791	na:na:+:IR
AT1G51805	AT	3-4	ALTA	18	494	4	542	12	741	19223565:19223616:-:ALTA
AT1G51805	AT	3-4	ALTA	15	497	11	535	19	734	19223571:19223616:-:ALTA
AT1G51805	AT	3-4	ALTA	16	496	4	542	11	742	19223617:19223630:+:ALTA
AT1G51805	AT	3-4	IR	25	487	27	519	31	722	na:na:+:IR
AT1G51805	AT	4-5	IR	10	790	1	661	3	964	na:na:+:IR
AT1G51805	AT	5-6	IR	18	693	8	662	30	1015	na:na:+:IR
AT1G51805	AT	6-7	IR	13	768	4	690	14	1117	na:na:+:IR
AT1G51805	AT	7-8	IR	31	989	40	913	73	1433	na:na:+:IR
AT1G51805	AT	8-9	IR	20	1045	26	998	30	1616	na:na:+:IR
AT1G51805	AT	9-10	ALTA	37	710	35	668	66	963	19222289:19222292:-:ALTA
AT1G51805	AT	9-10	IR	9	738	5	698	5	1024	na:na:+:IR
AT1G51805	AT	10-12	SKIP	1	15235	1	14464	4	22719	10-12
AT1G51800	AT	11-12	IR	1	23	1	14	3	7	na:na:+:IR
AT4G13850	AT	1-2	IR	1	3112	3	2492	12	5958	na:na:+:IR
AT4G13850	AT	3-4	IR	13	1955	5	1729	21	4124	na:na:+:IR
AT4G13850	AT	4-5	IR	9	2545	12	1767	12	4152	na:na:+:IR
AT3G52060	AT	1-2	IR	18	397	43	849	74	668	na:na:+:IR
AT4G34610	AT	1-2	ALTA	9	139	2	56	5	173	16532550:16532573:-:ALTA
AT4G34610	AT	1-2	IR	27	121	13	45	36	142	na:na:+:IR
AT4G34610	AT	2-3	IR	8	166	8	63	11	228	na:na:+:IR
AT4G34610	AT	3-4	IR	42	169	19	64	59	164	na:na:+:IR
AT4G34610	AT	4-5	IR	23	172	13	88	35	264	na:na:+:IR
AT2G17210	AT	1-2	IR	12	0	4	0	20	0	na:na:+:IR
AT2G42390	AT	3-4	IR	17	224	12	274	14	433	na:na:+:IR
AT2G42390	AT	4-5	IR	2	122	2	135	6	180	na:na:+:IR
AT5G13640	AT	3-4	IR	66	600	22	705	77	1153	na:na:+:IR
AT5G13640	AT	4-5	IR	10	626	4	633	5	1047	na:na:+:IR
AT1G30910	AT	1-2	IR	14	281	13	286	6	586	na:na:+:IR
AT1G30910	AT	3-4	IR	26	240	11	281	24	415	na:na:+:IR
AT1G30910	AT	4-5	IR	34	256	34	218	50	344	na:na:+:IR
AT1G30910	AT	5-6	IR	13	281	13	255	25	427	na:na:+:IR
AT1G30910	AT	6-7	IR	1	312	1	271	2	490	na:na:+:IR
AT1G30910	AT	7-8	ALTA	1	303	1	236	1	398	11002659:11002675:+:ALTA
AT1G30910	AT	1-3	SKIP	2	1894	4	1807	3	3144	1-3
AT1G01300	AT	1	CRIN	6	2372	5	1525	13	3905	117879:117948:-:CRIN
AT1G60690	AT	1-2	IR	42	94	25	104	54	161	na:na:+:IR
AT1G60690	AT	2-3	ALTD	7	187	3	205	5	318	22350782:22351084:+:ALTD
AT1G60690	AT	2-3	IR	56	138	36	172	85	238	na:na:+:IR
AT1G60690	AT	4-5	IR	2	81	3	91	3	137	na:na:+:IR
AT3G61610	AT	1-2	IR	8	37	3	24	2	42	na:na:+:IR
AT5G03660	AT	1-2	IR	1	746	1	874	1	1531	na:na:+:IR
AT5G03660	AT	2-3	IR	2	891	3	1013	10	1749	na:na:+:IR
AT5G03660	AT	3-4	IR	9	747	21	751	41	1300	na:na:+:IR
AT1G61340	AT	1-2	IR	36	13	27	36	69	33	na:na:+:IR
AT1G61340	AT	2-3	IR	8	0	6	0	17	0	na:na:+:IR
AT1G61340	AT	3-4	IR	3	0	8	0	17	0	na:na:+:IR
AT1G61340	AT	4-5	IR	6	38	2	53	12	64	na:na:+:IR
AT1G61340	AT	2-4	SKIP	46	126	41	236	38	319	2-4
AT3G26570	AT	1-2	IR	5461	208	4081	118	10384	311	na:na:+:IR
AT3G26570	AT	2-3	ALTA	1	2696	1	1419	3	4129	9757299:9757302:-:ALTA
AT3G26570	AT	2-3	IR	168	2529	60	1360	229	3903	na:na:+:IR
AT3G26570	AT	3-4	IR	27	2854	19	1656	47	3999	na:na:+:IR
AT2G07835	AT	1-2	IR	13	0	5	0	9	0	na:na:+:IR
AT5G08290	AT	1-2	IR	38	1550	32	1847	75	3380	na:na:+:IR
AT1G60960	AT	2-3	IR	3	25	1	26	2	51	na:na:+:IR
AT1G60960	AT	3-4	IR	5	33	2	19	8	32	na:na:+:IR
AT1G80830	AT	1-2	IR	8	127	8	97	8	176	na:na:+:IR
AT1G80830	AT	4-5	IR	12	105	3	75	11	124	na:na:+:IR
AT1G80830	AT	7-8	IR	6	148	4	118	4	180	na:na:+:IR
AT1G80830	AT	8-9	IR	9	162	1	110	6	178	na:na:+:IR
AT1G80830	AT	9-10	IR	7	102	9	70	10	125	na:na:+:IR
AT1G18773	AT	2-3	ALTA	4	98	13	151	17	220	6475364:6475380:+:ALTA
AT1G18773	AT	2-3	ALTA	22	80	33	131	42	195	6475381:6475612:-:ALTA
AT1G18773	AT	2-3	IR	37	65	24	140	43	194	na:na:+:IR
AT1G18773	AT	3	CRIN	1	419	1	528	3	821	6475448:6475592:-:CRIN
AT2G14740	AT	10-11	IR	2	240	11	243	12	405	na:na:+:IR
AT2G14740	AT	12	CRIN	48	2746	15	2711	58	4929	6312349:6312441:-:CRIN
AT2G14740	AT	2-3	IR	3	217	6	224	10	377	na:na:+:IR
AT2G14740	AT	4-5	IR	2	263	1	261	3	511	na:na:+:IR
AT2G14740	AT	6-7	IR	3	216	4	248	9	453	na:na:+:IR
AT2G14740	AT	7-8	IR	1	237	1	250	1	444	na:na:+:IR
AT2G14740	AT	8-9	IR	4	257	6	237	12	396	na:na:+:IR
AT3G28100	AT	2-3	ALTA	46	90	27	93	37	140	10456625:10456644:-:ALTA
AT3G28100	AT	3-4	IR	66	58	31	80	32	142	na:na:+:IR
AT3G28100	AT	4-5	IR	85	48	95	46	98	74	na:na:+:IR
AT3G28100	AT	5-6	IR	10	61	6	40	4	69	na:na:+:IR
AT3G28100	AT	6-7	IR	10	59	5	70	1	95	na:na:+:IR
AT3G28100	AT	4-6	SKIP	3	757	3	736	2	1041	4-6
AT5G23670	AT	10-11	IR	5	238	2	246	5	404	na:na:+:IR
AT5G23670	AT	3-4	IR	1	274	2	314	2	470	na:na:+:IR
AT5G23670	AT	8-9	IR	2	261	3	302	6	426	na:na:+:IR
AT5G12110	AT	1-2	IR	13	218	7	132	22	390	na:na:+:IR
AT4G35560	AT	9-10	ALTA	29	13	20	16	23	7	16884321:16884323:-:ALTA
AT4G35560	AT	9-10	IR	6	36	7	29	6	24	na:na:+:IR
AT3G49120	AT	1-2	IR	34	568	47	561	24	828	na:na:+:IR
AT3G49120	AT	2-3	IR	22	548	16	482	11	799	na:na:+:IR
AT3G49120	AT	3-4	IR	21	415	15	376	10	505	na:na:+:IR
AT4G16980	AT	1	CRIN	2	49191	1	37645	1	96613	9557255:9557428:-:CRIN
AT4G16980	AT	1	CRIN	2	49191	1	37645	1	96613	9557262:9557363:-:CRIN
AT4G16980	AT	1	CRIN	1	49192	1	37645	1	96613	9557268:9557330:-:CRIN
AT1G02650	AT	2-3	IR	6	5	7	17	6	15	na:na:+:IR
AT4G10770	AT	1-2	IR	18	661	13	663	22	1199	na:na:+:IR
AT4G10770	AT	3-4	IR	43	398	26	331	64	562	na:na:+:IR
AT4G10770	AT	4-5	IR	72	388	35	327	75	558	na:na:+:IR
AT4G10770	AT	5-6	IR	16	572	9	497	45	875	na:na:+:IR
AT4G10770	AT	6-7	ALTA	6	662	1	578	7	1098	6629886:6629889:-:ALTA
AT4G10770	AT	6-7	IR	2	666	4	575	5	1100	na:na:+:IR
AT4G10770	AT	7-8	IR	3	729	1	584	4	929	na:na:+:IR
AT4G10770	AT	8-9	IR	7	690	5	627	10	1125	na:na:+:IR
AT3G55040	AT	2-3	IR	73	863	27	743	52	1382	na:na:+:IR
AT3G55040	AT	3-4	IR	10	1181	4	987	6	1858	na:na:+:IR
AT3G55040	AT	4-5	IR	4	1139	4	835	2	1743	na:na:+:IR
AT3G55040	AT	5-6	IR	1	894	1	659	5	1293	na:na:+:IR
AT3G55040	AT	5-9	ALTA	107	7470	81	5988	150	12344	20398685:20398816:-:ALTA
AT3G55040	AT	7-8	IR	12	864	5	683	21	1285	na:na:+:IR
AT3G55040	AT	8-9	IR	2	1007	2	808	5	1735	na:na:+:IR
AT4G18160	AT	1-2	IR	9	94	10	173	27	193	na:na:+:IR
AT1G66690	AT	1-2	IR	2	0	5	0	5	1	na:na:+:IR
AT1G08300	AT	4-5	IR	4	12	3	6	4	29	na:na:+:IR
AT1G08300	AT	5-6	ALTD	1	76	4	45	2	135	2616813:2617387:+:ALTD
AT1G08300	AT	5-6	ALTA	5	72	2	47	12	125	2617286:2617756:+:ALTA
AT1G08300	AT	5-6	IR	68	9	38	11	112	25	na:na:+:IR
AT1G08300	AT	6-7	IR	15	0	4	0	24	0	na:na:+:IR
AT4G15180	AT	2-3	IR	50	0	36	0	73	0	na:na:+:IR
AT4G15180	AT	4-5	ALTA	75	5	60	4	98	6	8654942:8654994:+:ALTA
AT4G15180	AT	4-5	IR	5	75	4	60	6	98	na:na:+:IR
AT4G15180	AT	8-9	ALTA	1	132	2	110	3	222	8657843:8657951:+:ALTA
AT4G15180	AT	8-9	IR	129	4	110	2	222	3	na:na:+:IR
AT5G40810	AT	1-2	IR	37	1286	19	1156	57	2574	na:na:+:IR
AT5G40810	AT	2-3	ALTD	36	1018	19	932	22	2069	16340257:16340259:-:ALTD
AT5G40810	AT	2-3	IR	26	1028	31	920	69	2022	na:na:+:IR
AT5G40810	AT	7-8	IR	11	1174	9	907	19	1937	na:na:+:IR
AT5G40810	AT	6-8	SKIP	3	8716	5	7388	9	15453	6-8
AT3G51740	AT	1-2	ALTP	6	26	4	17	12	56	19190946:19191120:-:ALTD;19191205:19191281:-:ALTA
AT3G51740	AT	1-2	IR	18	14	8	13	33	35	na:na:+:IR
AT2G16580	AT	1-2	IR	6	0	2	0	6	0	na:na:+:IR
AT1G66520	AT	1-2	IR	1	126	1	58	9	192	na:na:+:IR
AT1G66520	AT	10-11	IR	31	183	11	97	18	314	na:na:+:IR
AT1G66520	AT	4-5	ALTD	4	140	6	60	4	153	24817771:24817777:-:ALTD
AT1G66520	AT	5-6	ALTA	5	172	2	100	3	219	24817471:24817501:+:ALTA
AT1G66520	AT	5-6	IR	6	171	7	95	27	195	na:na:+:IR
AT1G66520	AT	8-9	IR	5	197	2	111	15	259	na:na:+:IR
AT1G66520	AT	9-10	ALTA	6	233	1	116	7	314	24816760:24816775:-:ALTA
AT1G66520	AT	9-10	IR	3	236	6	111	9	312	na:na:+:IR
AT1G13700	AT	1-2	IR	2	58	45	168	33	146	na:na:+:IR
AT1G13700	AT	3-4	IR	22	53	101	119	78	91	na:na:+:IR
AT3G23010	AT	1	CRIN	6	110	7	86	5	124	8176326:8176476:-:CRIN
AT3G15260	AT	1	CRIN	1	1509	1	1366	6	2496	5138734:5138819:-:CRIN
AT2G17980	AT	1-2	IR	2	166	1	189	3	286	na:na:+:IR
AT1G17930	AT	1-2	IR	3	27	10	93	24	135	na:na:+:IR
AT1G55910	AT	1-2	IR	4	240	3	127	8	326	na:na:+:IR
AT3G43190	AT	1-2	IR	2	0	1	0	1	0	na:na:+:IR
AT4G17760	AT	2-3	IR	2	4	1	6	3	25	na:na:+:IR
AT4G17760	AT	3-4	IR	1	7	1	9	3	16	na:na:+:IR
AT5G25080	AT	3-4	ALTA	2	284	5	184	7	417	8644802:8645899:+:ALTA
AT5G25080	AT	3-4	IR	58	228	22	167	77	347	na:na:+:IR
AT5G25080	AT	5-6	IR	25	166	12	90	20	254	na:na:+:IR
AT2G22610	AT	2-3	ALTP	11	5	11	1	6	7	9600317:9600320:-:ALTD;9600427:9600433:+:ALTA
AT2G22610	AT	2-3	IR	5	11	1	11	7	6	na:na:+:IR
AT5G40610	AT	2-3	IR	20	140	11	143	21	311	na:na:+:IR
AT5G40610	AT	3-4	IR	1	241	1	185	1	390	na:na:+:IR
AT5G40610	AT	7-8	IR	6	182	1	174	7	331	na:na:+:IR
AT5G40610	AT	8-9	IR	4	135	4	106	11	264	na:na:+:IR
AT1G03210	AT	1-2	IR	57	30	24	29	53	40	na:na:+:IR
AT1G03210	AT	2-3	IR	15	55	18	54	13	78	na:na:+:IR
AT1G03210	AT	4-5	ALTA	1	61	2	47	1	59	784106:784132:+:ALTA
AT1G03210	AT	4-5	IR	2	60	2	47	5	55	na:na:+:IR
AT3G15190	AT	1-2	IR	11	5116	12	5236	25	11332	na:na:+:IR
AT3G15190	AT	2-3	IR	109	5033	120	4646	243	9314	na:na:+:IR
AT1G79660	AT	1-2	IR	23	38	35	80	35	112	na:na:+:IR
AT5G01180	AT	1-2	ALTA	12	44	16	25	31	59	63275:63313:+:ALTA
AT5G01180	AT	1-2	IR	5	51	4	37	10	80	na:na:+:IR
AT3G01710	AT	3-4	IR	26	5	19	10	36	10	na:na:+:IR
AT3G01710	AT	4-5	ALTP	7	33	2	15	8	41	260547:260548:+:ALTA;260629:260647:-:ALTD
AT3G01710	AT	4-5	IR	31	9	13	4	27	22	na:na:+:IR
AT3G01710	AT	5-6	ALTP	5	21	1	24	13	20	260378:260410:+:ALTA;260472:260478:-:ALTD
AT3G01710	AT	5-6	IR	13	13	16	9	8	25	na:na:+:IR
AT3G01710	AT	6-7	IR	22	8	20	6	37	18	na:na:+:IR
AT3G01710	AT	7-8	IR	33	4	35	6	68	9	na:na:+:IR
AT4G26570	AT	1-2	IR	5	498	10	438	31	806	na:na:+:IR
AT4G26570	AT	3-4	IR	4	280	4	317	1	530	na:na:+:IR
AT4G26570	AT	5-6	ALTA	273	14	247	8	411	16	13409356:13409367:-:ALTA
AT4G26570	AT	5-6	IR	9	278	1	254	9	418	na:na:+:IR
AT3G57350	AT	1-2	IR	2	21	2	34	1	66	na:na:+:IR
AT3G57350	AT	8-9	IR	5	76	3	44	8	112	na:na:+:IR
AT3G06840	AT	1-2	IR	8	46	3	37	8	110	na:na:+:IR
AT3G10010	AT	13-14	IR	5	24	1	41	1	47	na:na:+:IR
AT3G10010	AT	14-15	IR	2	23	2	36	8	53	na:na:+:IR
AT3G10010	AT	19-20	IR	14	47	4	22	12	48	na:na:+:IR
AT3G10010	AT	6-7	IR	4	35	1	51	1	65	na:na:+:IR
AT5G06600	AT	1-2	ALTA	59	183	57	219	110	377	2027503:2027505:-:ALTA
AT5G06600	AT	16-17	IR	2	499	3	464	2	782	na:na:+:IR
